,CBSA,MNAME,Year,Tot_Pop,TNC_CLUSTER,TOT_POP_CLUSTER,TOTAL_YEARLY_POPULATION,POP_SHARE,TNC_TRIPS_PER_CAPITA,TNC_TRIPS_SCALED,TOTAL_TNC_TRIPS_PER_CLUSTER,_merge
181,44700,"Stockton, CA Metro Area",2016,733709.0,21,81851382.0,240308609,0.034537706,4.205089803,4.132032164,344.1924118,both
182,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2016,3032171.0,21,81851382.0,240308609,0.034537706,4.205089803,4.132032164,344.1924118,both
183,46060,"Tucson, AZ Metro Area",2016,1016206.0,21,81851382.0,240308609,0.034537706,4.205089803,4.132032164,344.1924118,both
184,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2016,1725937.0,21,81851382.0,240308609,0.034537706,4.205089803,4.132032164,344.1924118,both
185,49340,"Worcester, MA Metro Area",2016,935781.0,21,81851382.0,240308609,0.034537706,4.205089803,4.132032164,344.1924118,both
186,10420,"Akron, OH Metro Area",2017,703505.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
187,10740,"Albuquerque, NM Metro Area",2017,913113.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
188,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2017,840550.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
189,11460,"Ann Arbor, MI Metro Area",2017,367627.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
190,12420,"Austin-Round Rock-San Marcos, TX Metro Area",2017,2115827.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
191,12700,"Barnstable Town, MA Metro Area",2017,213444.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
192,13820,"Birmingham-Hoover, AL Metro Area",2017,1149807.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
193,14740,"Bremerton-Silverdale, WA Metro Area",2017,266414.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
194,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2017,949921.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
195,16580,"Champaign-Urbana, IL Metro Area",2017,241000.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
196,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",2017,2525305.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
197,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2017,2180746.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
198,17460,"Cleveland-Elyria-Mentor, OH Metro Area",2017,2058844.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
199,18140,"Columbus, OH Metro Area",2017,2078725.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
200,19380,"Dayton, OH Metro Area",2017,803416.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
201,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2017,649202.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
202,19820,"Detroit-Warren-Livonia, MI Metro Area",2017,4313002.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
203,20500,"Durham-Chapel Hill, NC Metro Area",2017,567428.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
204,21340,"El Paso, TX Metro Area",2017,842677.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
205,23420,"Fresno, CA Metro Area",2017,989255.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
206,24340,"Grand Rapids-Wyoming, MI Metro Area",2017,1059113.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
207,25420,"Harrisburg-Carlisle, PA Metro Area",2017,571903.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
208,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2017,1210259.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
209,26900,"Indianapolis-Carmel, IN Metro Area",2017,2027059.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
210,27260,"Jacksonville, FL Metro Area",2017,1504980.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
211,28140,"Kansas City, MO-KS Metro Area",2017,2126945.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
212,28420,"Kennewick-Pasco-Richland, WA Metro Area",2017,290296.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
213,29540,"Lancaster, PA Metro Area",2017,542903.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
214,29620,"Lansing-East Lansing, MI Metro Area",2017,477656.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
215,29820,"Las Vegas-Paradise, NV Metro Area",2017,2204079.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
216,31140,"Louisville, Jefferson County, KY-IN Metro Area",2017,1293722.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
217,31540,"Madison, WI Metro Area",2017,654230.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
218,32820,"Memphis, TN-MS-AR Metro Area",2017,1346626.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
219,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2017,1576236.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
220,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2017,1904226.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
221,35300,"New Haven-Milford, CT Metro Area",2017,860435.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
222,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2017,1275762.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
223,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2017,804690.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
224,36420,"Oklahoma City, OK Metro Area",2017,1383737.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
225,36500,"Olympia, WA Metro Area",2017,280588.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
226,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2017,2509831.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
227,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2017,854223.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
228,38860,"Portland-South Portland-Biddeford, ME Metro Area",2017,532083.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
229,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",2017,1621122.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
230,39580,"Raleigh-Cary, NC Metro Area",2017,1335079.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
231,39900,"Reno-Sparks, NV Metro Area",2017,465208.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
232,40060,"Richmond, VA Metro Area",2017,1301540.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
233,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2017,4580670.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
234,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2017,2324884.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
235,41500,"Salinas, CA Metro Area",2017,437907.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
236,41620,"Salt Lake City, UT Metro Area",2017,1203105.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
237,41700,"San Antonio-New Braunfels, TX Metro Area",2017,2473974.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
238,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2017,,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
239,42100,"Santa Cruz-Watsonville, CA Metro Area",2017,275897.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
240,44060,"Spokane, WA Metro Area",2017,564291.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
241,44140,"Springfield, MA Metro Area",2017,631652.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
242,41180,"St. Louis, MO-IL Metro Area",2017,2807216.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
243,44700,"Stockton, CA Metro Area",2017,745424.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
244,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2017,3091399.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
245,46060,"Tucson, AZ Metro Area",2017,1022769.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
246,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2017,1724388.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
247,49340,"Worcester, MA Metro Area",2017,942475.0,21,83298580.0,253371069,0.033007762,4.4,4.4,366.513752,both
248,10420,"Akron, OH Metro Area",2018,703962.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
249,10740,"Albuquerque, NM Metro Area",2018,914433.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
250,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",2018,845054.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
251,11460,"Ann Arbor, MI Metro Area",2018,371272.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
252,12420,"Austin-Round Rock-San Marcos, TX Metro Area",2018,2174279.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
253,12700,"Barnstable Town, MA Metro Area",2018,212805.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
254,13820,"Birmingham-Hoover, AL Metro Area",2018,1152042.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
255,14740,"Bremerton-Silverdale, WA Metro Area",2018,268786.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
256,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",2018,953260.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
257,16580,"Champaign-Urbana, IL Metro Area",2018,241896.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
258,16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",2018,2575536.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
259,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2018,2195752.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
260,17460,"Cleveland-Elyria-Mentor, OH Metro Area",2018,2059968.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
261,18140,"Columbus, OH Metro Area",2018,2111600.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
262,19380,"Dayton, OH Metro Area",2018,805409.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
263,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",2018,661446.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
264,19820,"Detroit-Warren-Livonia, MI Metro Area",2018,4323434.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
265,20500,"Durham-Chapel Hill, NC Metro Area",2018,575108.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
266,21340,"El Paso, TX Metro Area",2018,844123.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
267,23420,"Fresno, CA Metro Area",2018,997523.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
268,24340,"Grand Rapids-Wyoming, MI Metro Area",2018,1070252.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
269,25420,"Harrisburg-Carlisle, PA Metro Area",2018,575562.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
270,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",2018,1211704.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
271,26900,"Indianapolis-Carmel, IN Metro Area",2018,2049446.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
272,27260,"Jacksonville, FL Metro Area",2018,1532238.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
273,28140,"Kansas City, MO-KS Metro Area",2018,2148029.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
274,28420,"Kennewick-Pasco-Richland, WA Metro Area",2018,296316.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
275,29540,"Lancaster, PA Metro Area",2018,546674.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
276,29620,"Lansing-East Lansing, MI Metro Area",2018,480279.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
277,29820,"Las Vegas-Paradise, NV Metro Area",2018,2250606.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
278,31140,"Louisville, Jefferson County, KY-IN Metro Area",2018,1302531.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
279,31540,"Madison, WI Metro Area",2018,660091.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
280,32820,"Memphis, TN-MS-AR Metro Area",2018,1347484.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
281,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",2018,1578235.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
282,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2018,1942053.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
283,35300,"New Haven-Milford, CT Metro Area",2018,862456.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
284,35380,"New Orleans-Metairie-Kenner, LA Metro Area",2018,1282420.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
285,35840,"North Port-Bradenton-Sarasota, FL Metro Area",2018,821749.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
286,36420,"Oklahoma City, OK Metro Area",2018,1395321.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
287,36500,"Olympia, WA Metro Area",2018,286034.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
288,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2018,2574791.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
289,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2018,857387.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
290,38860,"Portland-South Portland-Biddeford, ME Metro Area",2018,534743.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
291,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",2018,1626321.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
292,39580,"Raleigh-Cary, NC Metro Area",2018,1366523.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
293,39900,"Reno-Sparks, NV Metro Area",2018,472636.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
294,40060,"Richmond, VA Metro Area",2018,1318876.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
295,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2018,4629964.25,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
296,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2018,2351789.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
297,41500,"Salinas, CA Metro Area",2018,440246.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
298,41620,"Salt Lake City, UT Metro Area",2018,1219773.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
299,41700,"San Antonio-New Braunfels, TX Metro Area",2018,2519193.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
300,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",2018,,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
301,42100,"Santa Cruz-Watsonville, CA Metro Area",2018,276946.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
302,44060,"Spokane, WA Metro Area",2018,572675.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
303,44140,"Springfield, MA Metro Area",2018,632254.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
304,41180,"St. Louis, MO-IL Metro Area",2018,2805572.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
305,44700,"Stockton, CA Metro Area",2018,756111.0,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
306,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2018,3150056.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
307,46060,"Tucson, AZ Metro Area",2018,1029236.5,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
308,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2018,1723872.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
309,49340,"Worcester, MA Metro Area",2018,947556.75,21,80433710.25,549604549,0.146348334,4.556718208,4.4,366.513752,both
310,10500,"Albany, GA Metro Area",2015,156997.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
311,10580,"Albany-Schenectady-Troy, NY Metro Area",2015,881830.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
312,11020,"Altoona, PA Metro Area",2015,125593.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
313,11180,"Ames, IA Metro Area",2015,96021.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
314,11260,"Anchorage, AK Metro Area",2015,399790.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
315,11540,"Appleton, WI Metro Area",2015,233007.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
316,11700,"Asheville, NC Metro Area",2015,446840.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
317,12020,"Athens-Clarke County, GA Metro Area",2015,201813.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
318,12260,"Augusta-Richmond County, GA-SC Metro Area",2015,590772.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
319,12540,"Bakersfield-Delano, CA Metro Area",2015,882176.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
320,12940,"Baton Rouge, LA Metro Area",2015,830480.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
321,13020,"Bay City, MI Metro Area",2015,105659.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
322,13140,"Beaumont-Port Arthur, TX Metro Area",2015,408216.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
323,13380,"Bellingham, WA Metro Area",2015,212284.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
324,13460,"Bend, OR Metro Area",2015,175268.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
325,13740,"Billings, MT Metro Area",2015,169329.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
326,13780,"Binghamton, NY Metro Area",2015,246020.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
327,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",2015,179904.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
328,14020,"Bloomington, IN Metro Area",2015,165577.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
329,14060,"Bloomington-Normal, IL Metro Area",2015,188725.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
330,14260,"Boise City-Nampa, ID Metro Area",2015,675800.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
331,15180,"Brownsville-Harlingen, TX Metro Area",2015,422156.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
332,15380,"Buffalo-Niagara Falls, NY Metro Area",2015,1135230.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
333,15540,"Burlington-South Burlington, VT Metro Area",2015,216661.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
334,15940,"Canton-Massillon, OH Metro Area",2015,402976.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
335,15980,"Cape Coral-Fort Myers, FL Metro Area",2015,701982.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
336,16300,"Cedar Rapids, IA Metro Area",2015,266040.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
337,16620,"Charleston, WV Metro Area",2015,219236.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
338,16700,"Charleston-North Charleston-Summerville, SC Metro Area",2015,744526.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
339,16860,"Chattanooga, TN-GA Metro Area",2015,546351.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
340,17020,"Chico, CA Metro Area",2015,225411.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
341,17780,"College Station-Bryan, TX Metro Area",2015,250145.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
342,17820,"Colorado Springs, CO Metro Area",2015,697856.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
343,17860,"Columbia, MO Metro Area",2015,174974.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
344,17900,"Columbia, SC Metro Area",2015,810574.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
345,18580,"Corpus Christi, TX Metro Area",2015,450436.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
346,18700,"Corvallis, OR Metro Area",2015,87572.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
347,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",2015,262172.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
348,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",2015,384584.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
349,19500,"Decatur, IL Metro Area",2015,107303.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
350,19780,"Des Moines-West Des Moines, IA Metro Area",2015,622899.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
351,20260,"Duluth, MN-WI Metro Area",2015,279601.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
352,20740,"Eau Claire, WI Metro Area",2015,165636.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
353,20940,"El Centro, CA Metro Area",2015,180191.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
354,21060,"Elizabethtown, KY Metro Area",2015,147877.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
355,21140,"Elkhart-Goshen, IN Metro Area",2015,203474.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
356,21500,"Erie, PA Metro Area",2015,278045.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
357,21660,"Eugene-Springfield, OR Metro Area",2015,362895.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
358,21780,"Evansville, IN-KY Metro Area",2015,315693.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
359,22020,"Fargo, ND-MN Metro Area",2015,233836.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
360,22180,"Fayetteville, NC Metro Area",2015,376509.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
361,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",2015,515403.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
362,22380,"Flagstaff, AZ Metro Area",2015,139097.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
363,22420,"Flint, MI Metro Area",2015,410849.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
364,22660,"Fort Collins-Loveland, CO Metro Area",2015,333577.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
365,23060,"Fort Wayne, IN Metro Area",2015,429820.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
366,23540,"Gainesville, FL Metro Area",2015,276881.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
367,24500,"Great Falls, MT Metro Area",2015,82278.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
368,24580,"Green Bay, WI Metro Area",2015,316519.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
369,24660,"Greensboro-High Point, NC Metro Area",2015,752157.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
370,24860,"Greenville-Mauldin-Easley, SC Metro Area",2015,874869.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
371,25060,"Gulfport-Biloxi, MS Metro Area",2015,389255.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
372,25260,"Hanford-Corcoran, CA Metro Area",2015,150965.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
373,25500,"Harrisonburg, VA Metro Area",2015,131131.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
374,25860,"Hickory-Lenoir-Morganton, NC Metro Area",2015,362510.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
375,26100,"Holland-Grand Haven, MI Metro Area",2015,,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
376,26580,"Huntington-Ashland, WV-KY-OH Metro Area",2015,361580.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
377,26620,"Huntsville, AL Metro Area",2015,444752.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
378,26980,"Iowa City, IA Metro Area",2015,166498.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
379,27060,"Ithaca, NY Metro Area",2015,104926.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
380,27100,"Jackson, MI Metro Area",2015,159494.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
381,27140,"Jackson, MS Metro Area",2015,578561.0,22,22529422.0,213074972,0.105734718,4.346757737,1.934208343,97.92993939,both
