,CBSA,NEW_CBSA,MNAME,Mode,Year,PROBLEM_FLAG,NOTE,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_FLAG,Link_y,FARE_TOTAL_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,TNC_ARRIVAL_y,TNC_FLAG.1,YEARS_SINCE_TNC,CBSAFP,dockCt,docklessCt,scooterCt,_merge
10,10420,,"Akron, OH Metro Area",Bus,2012,,,5996224.469,3862989.104,5996224.469,3862989.104,305728.2414,6462990.0,0.972969091,744634347,702262.0,541057.0,125650.0,5192.0,25564.0,25656.0,25880.0,25575,687031.0,,,,21.6,63.5,14.9,280887.0,24001.0,98798.0,110693.0,32826.0,14569.0,8.54,49731.0,65187.0,35.5,46.2,18.3,280282.0,23756,4285,23.1,26723.25,333535.58,360258.83,7.42,92.58,3.61,13644.8,112988.0,12.64,1.09,0,,7044659.1,27864.76,27965.04,28209.2,54206.79,71053.83,3.9349,2014.0,0,0,,,,,left_only
11,10420,,"Akron, OH Metro Area",Bus,2013,,,5976078.01,4166725.99,5976078.01,4166725.99,333046.6515,6704933.0,1.012795183,744634347,705686.0,541286.0,125313.0,4056.0,25830.0,25899.0,25802.0,28875,690331.0,15.4,8.5,76.0,21.3,63.5,15.2,281324.0,22696.0,97785.0,108261.0,37798.0,14784.0,8.07,49984.0,67507.0,35.2,45.7,19.1,286548.0,21490,5807,23.1,27438.42,331435.5,358873.92,7.65,92.35,3.52,13644.8,112430.0,12.51,1.08,0,,7241327.64,27896.4,27970.92,27866.16,53982.72,72907.56,3.8016,2014.0,0,0,,,,,left_only
12,10420,,"Akron, OH Metro Area",Bus,2014,,,5980821.699,4330272.662,5980821.699,4330272.662,338313.0033,6894955.0,1.040672368,744634347,703825.0,537852.0,133036.0,4145.0,26124.0,26004.0,26942.0,22840,688629.0,13.3,9.0,77.7,21.1,63.0,15.9,283364.0,23065.0,96377.0,110920.0,37946.0,15056.0,8.14,50538.0,67821.0,35.1,44.9,20.0,292974.0,23208,5845,22.9,21176.83,337804.58,358981.42,5.9,94.1,3.36,13644.8,112358.0,12.8,1.06,1,,7308652.3,27691.44,27564.24,28558.52,53570.28,71890.26,3.5616,2014.0,1,0,,,,,left_only
13,10420,,"Akron, OH Metro Area",Bus,2015,,,5854274.893999999,4561689.737,5854274.893999999,4561689.737,343816.7652,6280588.0,0.968435355,744634347,704243.0,539841.0,125207.0,4050.0,26944.0,26599.0,29413.0,23802,689016.0,14.2,7.7,78.1,21.0,62.8,16.2,282456.0,23662.0,95766.0,109671.0,35513.0,17844.0,8.38,51580.0,70288.0,34.5,43.2,22.3,287795.0,24669,6526,24.3,17723.75,340805.67,358529.42,4.94,95.06,2.4,13644.8,112214.0,13.27,1.06,1,,6657423.28,28560.64,28194.94,31177.78,54674.8,74505.28,2.544,2014.0,1,1,,,,,left_only
14,10420,,"Akron, OH Metro Area",Bus,2016,,,5500944.573,4395640.78,5500944.573,4395640.78,342506.0448,5877868.0,0.9645527909999999,744634347,702221.0,537399.0,123322.0,5468.0,27048.0,27611.0,27459.0,20468,684729.0,13.8,8.7,77.5,20.7,62.6,16.7,284670.0,23386.0,99761.0,106473.0,36824.0,18226.0,8.22,51598.0,70083.0,34.6,45.3,20.1,288064.0,21086,3831,22.9,18246.83,341757.25,360004.08,5.07,94.93,2.15,13644.8,111747.0,12.83,1.05,1,,6171761.4,28400.4,28991.55,28831.95,54177.9,73587.15,2.2575,2014.0,1,2,,,,,left_only
15,10420,,"Akron, OH Metro Area",Bus,2017,,,5461311.53,4440851.607,5461311.53,4440851.607,345419.0577,5939656.0,0.9817655409999999,744634347,703505.0,528663.0,132481.0,5747.0,29518.0,28993.0,31204.0,26950,686207.0,12.5,8.2,79.3,20.6,62.3,17.1,289282.0,22538.0,96678.0,111274.0,39726.0,19066.0,7.79,56106.0,75838.0,31.0,46.1,22.9,293201.0,25442,3859,23.2,18304.75,343513.42,361818.17,5.06,94.94,2.41,13644.8,111678.0,12.86,1.02,1,,6058449.12,30108.36,29572.86,31828.08,57228.12,77354.76,2.4582,2014.0,1,3,,,,,left_only
16,10420,,"Akron, OH Metro Area",Bus,2018,,,5427485.555,4437372.601,5427485.555,4437372.601,343533.3174,5885317.0,0.978846577,744634347,703962.5,521500.5,138879.0,6310.75,31396.5,30282.5,33524.25,30978,686243.75,11.43,8.08,80.5,20.45,62.03,17.53,293294.5,21833.0,95364.5,114075.25,42230.25,19791.5,7.44,59491.5,80103.0,28.33,47.23,24.45,297121.0,27813.25,3206.25,23.08,16322.64,346362.91,362685.55,4.5,95.5,2.72,,111509.5,12.92,1.0,1,,5885317.0,31396.5,30282.5,33524.25,59491.5,80103.0,2.72,2014.0,1,4,,,,,left_only
17,10500,,"Albany, GA Metro Area",Bus,2002,,,628324.0,532194.0,628324.0,532194.0,32300.0,303082.0,0.482365786,183486824,145401.7656,100820.2813,41859.15625,1046.25,23403.14063,19457.01563,34013.95313,53625.875,155611.28,4.82,12.79,82.5,31.99,61.81,6.2,55442.55,8129.14,14238.81,19779.69,13225.31,69.59,14.66,54088.484379999994,60679.921879999994,28.31,62.84,8.85,,,,,3934.33,67179.33,71113.67,5.53,94.47,1.33,,2757.0,16.48,1.4,0,https://cdphpcycle.com/,424314.8,32764.39688,27239.82188,47619.534380000005,75723.87813,84951.89063,1.8619999999999999,2017.0,0,0,,,,,left_only
18,10500,,"Albany, GA Metro Area",Bus,2003,,,670941.0,536264.0,670941.0,536264.0,32108.0,287297.0,0.428200095,183486824,149947.9375,107198.875,39927.375,940.0,22561.4375,19233.9375,31433.1875,49541.5,156428.88,9.02,12.46,78.59,30.95,61.57,7.48,56778.81,7773.44,15670.75,20059.25,12125.75,1149.63,13.69,49728.0625,58120.3125,33.25,57.25,9.5,,,,,3719.58,69788.67,73508.25,5.06,94.94,1.53,,2607.0,16.7,1.37,0,https://cdphpcycle.com/,393596.89,30909.169380000003,26350.49438,43063.46688,68127.44563,79624.82813,2.0961,2017.0,0,0,,,,,left_only
19,10500,,"Albany, GA Metro Area",Bus,2004,,,666328.0,537714.0,666328.0,537714.0,32093.0,346703.0,0.520318822,183486824,154628.25,113695.5,38044.5,815.0,21688.25,19002.25,28723.25,45590,157255.5,13.33,12.08,74.63,29.9,61.33,8.78,58148.75,7402.25,17112.0,20375.0,11005.0,2254.5,12.73,45264.75,55477.75,38.3,51.5,10.2,,,,,3888.92,69640.83,73529.75,5.29,94.71,1.85,,2457.0,16.75,1.33,0,https://cdphpcycle.com/,461114.99,28845.3725,25272.9925,38201.9225,60202.1175,73785.4075,2.4605,2017.0,0,0,,,,,left_only
20,10500,,"Albany, GA Metro Area",Bus,2005,,,653876.0,535683.0,653876.0,535683.0,31970.0,344119.0,0.5262756239999999,183486824,158772.0,119720.0,35966.0,765.0,20941.0,18805.0,26530.0,41107,158046.0,17.2,11.9,70.9,28.9,61.1,10.0,59384.0,7093.0,18516.0,20546.0,9969.0,3260.0,11.94,41213.0,53167.0,42.9,46.4,10.7,,,,,4227.5,70121.5,74349.0,5.69,94.31,2.3,691.2,2307.0,16.76,1.29,0,https://cdphpcycle.com/,443913.51,27013.89,24258.45,34223.7,53164.77,68585.43,2.967,2017.0,0,0,,,,,left_only
21,10500,,"Albany, GA Metro Area",Bus,2006,,,762810.0,534219.0,762810.0,534219.0,31784.0,366673.0,0.48068719600000004,183486824,165062.0,127633.0,34670.0,415.0,19690.0,18470.0,22270.0,38750,158981.0,22.8,10.9,66.2,27.7,60.8,11.5,61158.0,6536.0,20069.0,21296.0,8594.0,4663.0,10.69,35515.0,49529.0,49.3,38.7,12.0,53586.0,8571,779,19.7,4001.08,71425.0,75426.08,5.3,94.7,2.59,691.2,2157.0,16.81,1.25,0,https://cdphpcycle.com/,458341.25,24612.5,23087.5,27837.5,44393.75,61911.25,3.2375,2017.0,0,0,,,,,left_only
22,10500,,"Albany, GA Metro Area",Bus,2007,,,767414.0,534985.0,767414.0,534985.0,32038.0,377696.0,0.4921672,183486824,162767.0,127992.0,30244.0,1265.0,20454.0,18686.0,26277.0,27889,159338.0,21.5,13.2,65.4,27.3,60.8,11.9,60777.0,6970.0,21026.0,19730.0,8575.0,4476.0,11.47,36402.0,51200.0,48.5,41.4,10.1,52600.0,9104,460,,3878.58,72083.67,75962.25,5.1,94.9,2.79,691.2,2007.0,16.7,1.21,0,https://cdphpcycle.com/,457012.16,24749.34,22610.06,31795.17,44046.42,61952.0,3.3759,2017.0,0,0,,,,,left_only
23,10500,,"Albany, GA Metro Area",Bus,2008,,,880864.0,532993.0,880864.0,532993.0,31573.0,373954.0,0.424530915,183486824,163074.0,129258.0,31879.0,588.0,20442.0,19131.0,28225.0,9172,156890.0,23.3,9.5,67.2,26.0,61.2,12.8,60893.0,6073.0,23282.0,18448.0,8971.0,4119.0,9.97,38989.0,55456.0,46.6,40.5,12.9,53192.0,9252,305,18.6,4839.58,71887.75,76727.33,6.31,93.69,3.3,691.2,1857.0,16.88,1.17,0,https://cdphpcycle.com/,437526.18,23917.14,22383.27,33023.25,45617.13,64883.52,3.861,2017.0,0,0,,,,,left_only
24,10500,,"Albany, GA Metro Area",Bus,2009,,,871177.0,529568.0,871177.0,529568.0,31522.0,431925.0,0.49579477,183486824,164238.0,126496.0,33282.0,849.0,18639.0,17139.0,24907.0,11250,159356.0,23.2,13.6,63.3,26.5,61.4,12.1,60101.0,4550.0,24625.0,20779.0,7191.0,2956.0,7.57,36218.0,47306.0,48.6,43.8,7.6,50072.0,9207,519,20.5,7394.25,69179.67,76573.92,9.65,90.35,2.36,691.2,1707.0,16.8,1.17,0,https://cdphpcycle.com/,505352.25,21807.63,20052.63,29141.19,42375.06,55348.02,2.7612,2017.0,0,0,,,,,left_only
25,10500,,"Albany, GA Metro Area",Bus,2010,,,900406.0,530982.0,900406.0,530982.0,31846.0,420551.0,0.46706818899999997,183486824,162659.0,122527.0,34782.0,1358.0,19051.0,16806.0,26457.0,27395,154966.0,,,,25.7,61.8,12.5,60263.0,6743.0,20159.0,20799.0,8757.0,3805.0,11.19,34002.0,47826.0,50.8,38.8,10.4,46102.0,9310,655,19.1,8318.5,62446.58,70765.08,11.75,88.25,2.79,691.2,1557.0,16.67,1.15,0,https://cdphpcycle.com/,483633.65,21908.65,19326.9,30425.55,39102.3,54999.9,3.2085,2017.0,0,0,,,,,left_only
26,10500,,"Albany, GA Metro Area",Bus,2011,,,985863.0,574538.0,985863.0,574538.0,33486.0,471112.0,0.477867614,183486824,161617.0,126789.0,31236.0,886.0,19093.0,17591.0,25005.0,52762,157802.0,,,,26.3,61.6,12.1,58438.0,6247.0,23102.0,19607.0,6805.0,2677.0,10.69,32775.0,45215.0,52.5,38.1,9.4,45870.0,8565,569,20.9,7955.58,62446.75,70402.33,11.3,88.7,3.53,691.2,1407.0,17.16,1.12,0,https://cdphpcycle.com/,527645.44,21384.16,19701.92,28005.6,36708.0,50640.8,3.9536,2017.0,0,0,,,,,left_only
27,10500,,"Albany, GA Metro Area",Bus,2012,,,1017648.0,523493.0,1017648.0,523493.0,31940.0,523278.0,0.514203339,183486824,155019.0,116085.0,33853.0,1482.0,19997.0,18223.0,24992.0,25657,148869.0,,,,25.1,61.8,13.1,57699.0,5544.0,22517.0,20405.0,6850.0,2383.0,9.61,34469.0,54220.0,50.5,37.1,12.4,46710.0,7444,571,20.7,7231.17,62546.42,69777.58,10.36,89.64,3.62,691.2,1613.0,16.39,1.09,0,https://cdphpcycle.com/,570373.02,21796.73,19863.07,27241.28,37571.21,59099.8,3.9458,2017.0,0,0,,,,,left_only
28,10500,,"Albany, GA Metro Area",Bus,2013,,,1017015.0,541805.0,1017015.0,541805.0,33101.0,525669.0,0.516874382,183486824,156277.0,121505.0,29335.0,787.0,20424.0,19361.0,25928.0,40112,150485.0,24.9,15.0,60.1,25.2,61.9,12.9,56505.0,6343.0,21035.0,19517.0,6953.0,2657.0,11.23,34756.0,49937.0,50.2,37.8,12.0,47391.0,6098,535,,6416.92,61633.67,68050.58,9.43,90.57,3.53,691.2,1528.0,16.37,1.08,0,https://cdphpcycle.com/,567722.52,22057.92,20909.88,28002.24,37536.48,53931.96,3.8124,2017.0,0,0,,,,,left_only
29,10500,,"Albany, GA Metro Area",Bus,2014,,,883094.0,588650.0,883094.0,588650.0,35168.0,535879.0,0.606819886,183486824,152596.0,118396.0,30033.0,1028.0,21803.0,19557.0,25863.0,55932,147236.0,25.3,12.2,62.5,25.2,60.7,14.1,57795.0,6344.0,20495.0,19943.0,8079.0,2934.0,10.98,39071.0,51306.0,46.1,42.6,11.3,48470.0,5306,721,,5518.75,60940.17,66458.92,8.3,91.7,3.41,691.2,1664.0,16.74,1.06,0,https://cdphpcycle.com/,568031.74,23111.18,20730.42,27414.78,41415.26,54384.36,3.6146,2017.0,0,0,,,,,left_only
30,10500,,"Albany, GA Metro Area",Bus,2015,,,695011.0,595478.0,695011.0,595478.0,34802.0,542312.0,0.7802926859999999,183486824,156997.0,122066.0,30295.0,1226.0,22262.0,20502.0,26635.0,30683,151625.0,24.6,9.3,66.2,25.1,60.5,14.4,57597.0,6411.0,21525.0,18435.0,7798.0,3428.0,11.13,40143.0,56072.0,44.0,41.1,14.9,48719.0,7330,1171,20.8,4597.33,61012.42,65609.75,7.01,92.99,2.41,691.2,1731.0,17.11,1.06,0,https://cdphpcycle.com/,574850.72,23597.72,21732.12,28233.1,42551.58,59436.32,2.5546,2017.0,0,0,,,,,left_only
31,10500,,"Albany, GA Metro Area",Bus,2016,,,655363.0,597007.0,655363.0,597007.0,34354.0,488610.0,0.7455562790000001,183486824,152506.0,115953.0,33374.0,822.0,23281.0,22094.0,25505.0,36751,147606.0,25.0,11.1,63.9,24.8,60.4,14.8,57228.0,6357.0,19792.0,19908.0,7275.0,3896.0,11.11,40667.0,57901.0,44.3,40.6,15.1,51327.0,7148,235,,4148.42,62600.0,66748.42,6.22,93.78,2.21,691.2,1435.0,17.38,1.05,0,https://cdphpcycle.com/,513040.5,24445.05,23198.7,26780.25,42700.35,60796.05,2.3205,2017.0,0,0,,,,,left_only
32,10500,,"Albany, GA Metro Area",Bus,2017,,,723013.0,602405.0,723013.0,602405.0,34690.0,466615.0,0.645375671,183486824,151754.0,120338.0,27005.0,1117.0,22543.0,20901.0,27217.0,23270,146085.0,24.7,10.6,64.8,24.1,60.5,15.4,57607.0,5627.0,20937.0,20474.0,7108.0,3461.0,9.77,43614.0,56185.0,41.9,44.0,14.1,48520.0,7078,533,22.3,3784.75,64583.42,68368.17,5.54,94.46,2.46,691.2,1382.0,17.37,1.02,1,https://cdphpcycle.com/,475947.3,22993.86,21319.02,27761.34,44486.28,57308.7,2.5092,2017.0,1,0,,,,,left_only
33,10500,,"Albany, GA Metro Area",Bus,2018,,,739896.0,659043.0,739896.0,659043.0,37646.0,436693.25,0.5902089620000001,183486824,150067.25,122098.5,22998.0,1237.25,22244.25,20404.25,28218.5,14676.25,143939.5,24.58,10.68,64.9,23.5,60.55,15.95,57799.0,5066.0,21362.5,21266.75,6852.0,3251.75,8.76,45955.25,55355.25,40.18,46.43,13.4,47066.75,6980,522.5,,3192.64,65589.18,68781.82,4.64,95.36,2.71,,1268.25,17.51,1.0,1,https://cdphpcycle.com/,436693.25,22244.25,20404.25,28218.5,45955.25,55355.25,2.71,2017.0,1,1,,,,,left_only
34,10580,,"Albany-Schenectady-Troy, NY Metro Area",Bus,2002,,,11630074.0,6270056.0,11630074.0,6270056.0,530911.0,9454911.0,0.0,765942841,732133.0,602945.5,94954.125,5637.78125,30576.35938,29208.57813,37128.84375,33688.28125,792878.47,11.96,7.29,80.75,25.7,61.81,12.49,337471.77,28420.27,130131.81,122834.42,44341.5,11743.77,8.42,43992.35938,55772.734379999994,41.74,46.53,11.73,320123.95,28167.47,1890.81,23.89,18182.42,426338.92,444521.33,4.09,95.91,1.41,,197684.0,11.81,1.4,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,13236875.4,42806.90313,40892.00938,51980.38125,61589.30312999999,78081.82813,1.974,2017.0,0,0,,,,,left_only
35,10580,,"Albany-Schenectady-Troy, NY Metro Area",Bus,2003,,,11567437.06,6074482.232000001,11567437.06,6074482.232000001,548444.886,8923356.0,0.69435234,765942841,760442.0,616621.0,103204.5,6354.875,29881.5625,28856.6875,35255.625,30702.875,799845.13,11.46,7.05,81.49,24.72,62.55,12.73,337543.94,28957.94,127566.75,125348.31,43441.0,12229.94,8.58,46275.5625,58221.0625,39.23,47.38,13.39,323501.19,30444.13,4134.75,23.35,19154.42,426348.33,445502.75,4.3,95.7,1.64,,196278.0,11.08,1.37,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,12224997.72,40937.74063,39533.66188,48300.20625,63397.52062999999,79762.85562999999,2.2468,2017.0,0,0,,,,,left_only
36,10580,,"Albany-Schenectady-Troy, NY Metro Area",Bus,2004,,,11363591.0,6620612.0,11363591.0,6620612.0,554693.0,9394519.0,0.0,765942841,789259.0,630727.0,111445.0,7030.5,29153.75,28467.25,33348.5,27797.5,806876.5,10.95,6.8,82.25,23.73,63.3,12.98,337629.25,29460.25,125049.0,127841.75,42545.0,12733.25,8.73,48565.75,60614.75,36.68,48.3,15.03,327057.25,32790.5,6395,22.8,19216.0,430702.08,449918.08,4.27,95.73,1.93,,194872.0,11.94,1.33,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,12494710.27,38774.4875,37861.4425,44353.505,64592.4475,80617.6175,2.5669,2017.0,0,0,,,,,left_only
37,10580,,"Albany-Schenectady-Troy, NY Metro Area",Bus,2005,,,12404857.22,7521258.431,12404857.22,7521258.431,599744.0,9623156.0,0.8265534720000001,765942841,816044.0,643111.0,119725.0,7872.0,28558.0,28228.0,31577.0,24572,813649.0,10.5,6.6,82.9,22.8,64.0,13.2,337662.0,30104.0,122342.0,130417.0,41631.0,13168.0,8.92,50828.0,63227.0,34.3,48.9,16.8,329898.0,34858,8590,22.3,18041.42,436270.42,454311.83,3.97,96.03,2.35,17900.8,193466.0,12.54,1.29,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,12413871.24,36839.82,36414.12,40734.33,65568.12,81562.83,3.0315,2017.0,0,0,,,,,left_only
38,10580,,"Albany-Schenectady-Troy, NY Metro Area",Bus,2006,,,12786512.4,6827439.551,12786512.4,6827439.551,609215.815,9561427.0,0.6910498070000001,765942841,850957.0,662383.0,127847.0,8050.0,27434.0,27388.0,29263.0,22627,821457.0,9.8,6.2,84.0,21.6,64.9,13.5,337905.0,30182.0,120392.0,132665.0,40789.0,13877.0,8.93,53202.0,64965.0,31.2,50.8,18.0,335600.0,38041,11046,21.6,17582.83,438094.42,455677.25,3.86,96.14,2.68,17900.8,192060.0,11.21,1.25,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,11951783.75,34292.5,34235.0,36578.75,66502.5,81206.25,3.35,2017.0,0,0,,,,,left_only
