,ID,Year,CBSA,WEIGHTED_POP_DENSITY,TSD_POP_PCT_LEHD
29,"Albany, GA Metro Area-Bus",2014,10500,946.9400327999999,0.8384918401800788
30,"Albany, GA Metro Area-Bus",2015,10500,941.6425367,0.7435710138412841
31,"Albany, GA Metro Area-Bus",2016,10500,925.1274548,0.9465643220901911
32,"Albany, GA Metro Area-Bus",2017,10500,920.2082872999999,0.9119594360442848
33,"Albany, GA Metro Area-Bus",2018,10500,916.4495245999999,0.868151760316229
34,"Albany-Schenectady-Troy, NY Metro Area-Bus",2002,10580,2919.484304,20.335333962973117
35,"Albany-Schenectady-Troy, NY Metro Area-Bus",2003,10580,2919.414507,20.56363345357842
36,"Albany-Schenectady-Troy, NY Metro Area-Bus",2004,10580,2919.263807,20.185928270568002
37,"Albany-Schenectady-Troy, NY Metro Area-Bus",2005,10580,2920.002805,20.17796934200007
38,"Albany-Schenectady-Troy, NY Metro Area-Bus",2006,10580,2918.4225030000002,20.24774680049381
39,"Albany-Schenectady-Troy, NY Metro Area-Bus",2007,10580,2920.266315,19.705456929767905
40,"Albany-Schenectady-Troy, NY Metro Area-Bus",2008,10580,2921.1661280000003,19.600641013075098
41,"Albany-Schenectady-Troy, NY Metro Area-Bus",2009,10580,2912.633318,20.173254278642684
42,"Albany-Schenectady-Troy, NY Metro Area-Bus",2010,10580,2943.902379,19.269884387319046
43,"Albany-Schenectady-Troy, NY Metro Area-Bus",2011,10580,2906.821917,19.230457736676133
44,"Albany-Schenectady-Troy, NY Metro Area-Bus",2012,10580,2919.100939,19.15878299094334
45,"Albany-Schenectady-Troy, NY Metro Area-Bus",2013,10580,2951.3543210000003,19.37416743387046
46,"Albany-Schenectady-Troy, NY Metro Area-Bus",2014,10580,2924.481199,18.802859656296075
47,"Albany-Schenectady-Troy, NY Metro Area-Bus",2015,10580,2939.29628,19.04856823374982
48,"Albany-Schenectady-Troy, NY Metro Area-Bus",2016,10580,2944.32399,19.236194431073336
49,"Albany-Schenectady-Troy, NY Metro Area-Bus",2017,10580,2934.587074,19.13572158599544
50,"Albany-Schenectady-Troy, NY Metro Area-Bus",2018,10580,2942.368734,19.14060748172493
51,"Albuquerque, NM Metro Area-Bus",2002,10740,3517.368042,32.6142208410123
52,"Albuquerque, NM Metro Area-Bus",2003,10740,3517.40581,32.155291705310816
53,"Albuquerque, NM Metro Area-Bus",2004,10740,3517.40977,31.345016386143776
54,"Albuquerque, NM Metro Area-Bus",2005,10740,3517.254088,31.42774936239989
55,"Albuquerque, NM Metro Area-Bus",2006,10740,3517.735467,31.55641604224609
56,"Albuquerque, NM Metro Area-Bus",2007,10740,3516.962856,30.24733948023166
57,"Albuquerque, NM Metro Area-Bus",2008,10740,3517.461019,30.122334902530234
58,"Albuquerque, NM Metro Area-Bus",2009,10740,3520.5435979999997,29.965893821030814
59,"Albuquerque, NM Metro Area-Bus",2010,10740,3517.706203,28.64338600690422
60,"Albuquerque, NM Metro Area-Bus",2011,10740,3533.1124590000004,28.731498254760748
61,"Albuquerque, NM Metro Area-Bus",2012,10740,3520.8612770000004,28.377379086923604
62,"Albuquerque, NM Metro Area-Bus",2013,10740,3534.7449460000003,28.462818186048676
63,"Albuquerque, NM Metro Area-Bus",2014,10740,3564.255935,28.756397547030616
64,"Albuquerque, NM Metro Area-Bus",2015,10740,3558.410668,28.872909133548216
65,"Albuquerque, NM Metro Area-Bus",2016,10740,3536.508624,28.66292626252056
66,"Albuquerque, NM Metro Area-Bus",2017,10740,3524.970875,28.610511734462825
67,"Albuquerque, NM Metro Area-Bus",2018,10740,3521.027722,28.71435094111813
68,"Albuquerque, NM Metro Area-Rail",2009,10740,3520.5435979999997,29.965893821030814
69,"Albuquerque, NM Metro Area-Rail",2010,10740,3517.706203,28.64338600690422
70,"Albuquerque, NM Metro Area-Rail",2011,10740,3533.1124590000004,28.731498254760748
71,"Albuquerque, NM Metro Area-Rail",2012,10740,3520.8612770000004,28.377379086923604
72,"Albuquerque, NM Metro Area-Rail",2013,10740,3534.7449460000003,28.462818186048676
73,"Albuquerque, NM Metro Area-Rail",2014,10740,3564.255935,28.756397547030616
74,"Albuquerque, NM Metro Area-Rail",2015,10740,3558.410668,28.872909133548216
75,"Albuquerque, NM Metro Area-Rail",2016,10740,3536.508624,28.66292626252056
76,"Albuquerque, NM Metro Area-Rail",2017,10740,3524.970875,28.610511734462825
77,"Albuquerque, NM Metro Area-Rail",2018,10740,3521.027722,28.71435094111813
78,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2002,10900,3868.2324439999998,9.232802690147142
79,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2003,10900,3868.233093,8.940326203730834
80,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2004,10900,3868.10006,8.685009301870165
81,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2005,10900,3868.5025149999997,8.571036214540745
82,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2006,10900,3867.850453,8.235122413981829
83,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2007,10900,3868.2314380000003,8.631149134746257
84,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2008,10900,3869.787382,8.600343934691942
85,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2009,10900,3864.839978,8.709154205237756
86,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2010,10900,3880.073367,8.193079040503342
87,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2011,10900,3868.194908,7.7190341073600095
88,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2012,10900,3860.237852,7.743989375207516
89,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2013,10900,3838.160788,7.690059049363709
90,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2014,10900,3854.638321,7.975816765492384
91,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2015,10900,3836.988014,8.091834356304872
92,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2016,10900,3834.766032,7.744560003070192
93,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2017,10900,3872.390134,7.982412917408937
94,"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2018,10900,3899.3064159999994,7.9391675833312
95,"Altoona, PA Metro Area-Bus",2002,11020,2444.687583,25.32662023851087
96,"Altoona, PA Metro Area-Bus",2003,11020,2444.713974,24.94486510328604
97,"Altoona, PA Metro Area-Bus",2004,11020,2444.946346,25.019871377989737
98,"Altoona, PA Metro Area-Bus",2005,11020,2444.1472949999998,24.722904113665106
99,"Altoona, PA Metro Area-Bus",2006,11020,2445.6328129999997,24.803610228982116
100,"Altoona, PA Metro Area-Bus",2007,11020,2444.408182,24.24034596407003
101,"Altoona, PA Metro Area-Bus",2008,11020,2442.193864,24.13658916236988
102,"Altoona, PA Metro Area-Bus",2009,11020,2454.432785,29.064756695067
103,"Altoona, PA Metro Area-Bus",2010,11020,2431.2697350000003,23.14306981117292
104,"Altoona, PA Metro Area-Bus",2011,11020,2464.782996,23.872073101085093
105,"Altoona, PA Metro Area-Bus",2012,11020,2472.502764,23.70361922141119
106,"Altoona, PA Metro Area-Bus",2013,11020,2435.100563,23.923362882470688
107,"Altoona, PA Metro Area-Bus",2014,11020,2432.278007,22.267409363375286
108,"Altoona, PA Metro Area-Bus",2015,11020,2398.8440969999997,23.009671179883945
109,"Altoona, PA Metro Area-Bus",2016,11020,2347.5728879999997,22.754917433311523
110,"Altoona, PA Metro Area-Bus",2017,11020,2316.020533,22.485897313318674
111,"Altoona, PA Metro Area-Bus",2018,11020,2283.767085,22.749161606381413
112,"Ames, IA Metro Area-Bus",2003,11180,1953.06835,9.023565794836141
113,"Ames, IA Metro Area-Bus",2004,11180,1953.000609,8.208533484035039
114,"Ames, IA Metro Area-Bus",2005,11180,1953.4331489999997,9.117981270326398
115,"Ames, IA Metro Area-Bus",2006,11180,1952.432793,9.082308420056764
116,"Ames, IA Metro Area-Bus",2007,11180,1953.7455969999999,9.294710833450512
117,"Ames, IA Metro Area-Bus",2008,11180,1953.886254,9.162257322134582
118,"Ames, IA Metro Area-Bus",2009,11180,1949.4473899999998,9.38438137933795
119,"Ames, IA Metro Area-Bus",2010,11180,1969.485483,8.598314137873476
120,"Ames, IA Metro Area-Bus",2011,11180,1943.908834,11.109562030711626
121,"Ames, IA Metro Area-Bus",2012,11180,1957.427312,11.038935161200335
122,"Ames, IA Metro Area-Bus",2013,11180,1972.5347390000002,11.423925394772931
123,"Ames, IA Metro Area-Bus",2014,11180,2052.576295,8.132433301189328
124,"Ames, IA Metro Area-Bus",2015,11180,2116.303569,8.425699250149393
125,"Ames, IA Metro Area-Bus",2016,11180,2193.683952,7.892012267781446
126,"Ames, IA Metro Area-Bus",2017,11180,2238.317396,8.469882298638357
127,"Ames, IA Metro Area-Bus",2018,11180,2300.42622,8.264329567146468
128,"Anchorage, AK Metro Area-Bus",2002,11260,2970.245515,38.277852348993285
129,"Anchorage, AK Metro Area-Bus",2003,11260,2970.1123350000003,37.43251310377402
130,"Anchorage, AK Metro Area-Bus",2004,11260,2969.852062,37.43750966345411
131,"Anchorage, AK Metro Area-Bus",2005,11260,2971.169431,36.86489357759633
132,"Anchorage, AK Metro Area-Bus",2006,11260,2968.274989,37.204346899637756
133,"Anchorage, AK Metro Area-Bus",2007,11260,2971.716093,36.34939737177898
134,"Anchorage, AK Metro Area-Bus",2008,11260,2973.020579,36.34548866095568
135,"Anchorage, AK Metro Area-Bus",2009,11260,2956.110023,34.11760248541335
136,"Anchorage, AK Metro Area-Bus",2010,11260,3006.1786239999997,33.32363341915649
137,"Anchorage, AK Metro Area-Bus",2011,11260,2934.366501,32.85796295736774
138,"Anchorage, AK Metro Area-Bus",2012,11260,2960.871034,32.98462663419409
139,"Anchorage, AK Metro Area-Bus",2013,11260,2952.699334,32.38511779117429
140,"Anchorage, AK Metro Area-Bus",2014,11260,2947.2990800000002,32.66753627914561
141,"Anchorage, AK Metro Area-Bus",2015,11260,2982.9654579999997,34.09961898625907
142,"Anchorage, AK Metro Area-Bus",2016,11260,2989.216287,33.44031902565384
143,"Anchorage, AK Metro Area-Bus",2017,11260,2952.719713,
144,"Anchorage, AK Metro Area-Bus",2018,11260,2942.56216,33.763010497836696
145,"Ann Arbor, MI Metro Area-Bus",2002,11460,3400.303964,19.69617260617397
146,"Ann Arbor, MI Metro Area-Bus",2003,11460,3400.473872,19.371245786340126
147,"Ann Arbor, MI Metro Area-Bus",2004,11460,3400.858071,18.494701933187738
148,"Ann Arbor, MI Metro Area-Bus",2005,11460,3399.032596,18.4379577739252
149,"Ann Arbor, MI Metro Area-Bus",2006,11460,3403.00487,18.352274294541143
150,"Ann Arbor, MI Metro Area-Bus",2007,11460,3398.45109,17.70534568481287
151,"Ann Arbor, MI Metro Area-Bus",2008,11460,3396.308408,17.795735414722433
152,"Ann Arbor, MI Metro Area-Bus",2009,11460,3422.2427780000003,19.110437523569633
153,"Ann Arbor, MI Metro Area-Bus",2010,11460,3361.6820770000004,17.376460650429397
154,"Ann Arbor, MI Metro Area-Bus",2011,11460,3462.598222,15.5851592251228
155,"Ann Arbor, MI Metro Area-Bus",2012,11460,3426.167514,15.184111705367721
156,"Ann Arbor, MI Metro Area-Bus",2013,11460,3376.4192049999997,15.155772470320334
157,"Ann Arbor, MI Metro Area-Bus",2014,11460,3385.351076,16.73353459918964
158,"Ann Arbor, MI Metro Area-Bus",2015,11460,3457.7238780000002,17.777891859286164
159,"Ann Arbor, MI Metro Area-Bus",2016,11460,3555.4919,17.690746932815866
160,"Ann Arbor, MI Metro Area-Bus",2017,11460,3600.7051560000004,17.644450076026356
161,"Ann Arbor, MI Metro Area-Bus",2018,11460,3673.282232,17.704039789692732
162,"Appleton, WI Metro Area-Bus",2002,11540,1947.367305,9.417403808444812
163,"Appleton, WI Metro Area-Bus",2003,11540,1947.3922760000003,8.969281341094955
164,"Appleton, WI Metro Area-Bus",2004,11540,1947.331088,8.771441736726336
165,"Appleton, WI Metro Area-Bus",2005,11540,1947.415825,8.803756454239872
166,"Appleton, WI Metro Area-Bus",2006,11540,1947.411264,9.386141751692445
167,"Appleton, WI Metro Area-Bus",2007,11540,1947.095332,8.614113973191813
168,"Appleton, WI Metro Area-Bus",2008,11540,1948.077695,8.620515581880595
169,"Appleton, WI Metro Area-Bus",2009,11540,1946.602911,9.364521652279375
170,"Appleton, WI Metro Area-Bus",2010,11540,1948.408825,8.2837528604119
171,"Appleton, WI Metro Area-Bus",2011,11540,1952.333141,7.802488403346772
172,"Appleton, WI Metro Area-Bus",2012,11540,1937.627877,7.819532240362773
173,"Appleton, WI Metro Area-Bus",2013,11540,1926.8590629999999,7.687647716316413
174,"Appleton, WI Metro Area-Bus",2014,11540,1936.176579,8.139487480533882
175,"Appleton, WI Metro Area-Bus",2015,11540,1929.235316,8.270260291674358
176,"Appleton, WI Metro Area-Bus",2016,11540,1943.047009,8.296764009471191
177,"Appleton, WI Metro Area-Bus",2017,11540,1965.018038,8.324724517906336
178,"Appleton, WI Metro Area-Bus",2018,11540,1983.827266,8.297477754592197
179,"Asheville, NC Metro Area-Bus",2002,11700,726.2580636,1.221151112604347
180,"Asheville, NC Metro Area-Bus",2003,11700,726.2273637,1.3165371006482605
181,"Asheville, NC Metro Area-Bus",2004,11700,726.2797841,1.419748080873608
182,"Asheville, NC Metro Area-Bus",2005,11700,726.246798,1.2814019448946516
183,"Asheville, NC Metro Area-Bus",2006,11700,726.1422204,1.248529700058812
184,"Asheville, NC Metro Area-Bus",2007,11700,726.5980363,1.2380600747957409
185,"Asheville, NC Metro Area-Bus",2008,11700,725.6711128,1.2024983602295087
186,"Asheville, NC Metro Area-Bus",2009,11700,726.9304832,1.3428614337204645
187,"Asheville, NC Metro Area-Bus",2010,11700,728.5695457,1.0578041186841216
188,"Asheville, NC Metro Area-Bus",2011,11700,722.5684709,1.0012327678454096
189,"Asheville, NC Metro Area-Bus",2012,11700,738.832959,1.0059416714583371
190,"Asheville, NC Metro Area-Bus",2013,11700,743.1392516,1.0145761176859343
191,"Asheville, NC Metro Area-Bus",2014,11700,752.0513622999999,1.101247924526088
192,"Asheville, NC Metro Area-Bus",2015,11700,754.7847682,1.1242912817715967
193,"Asheville, NC Metro Area-Bus",2016,11700,747.6913739,1.1000759795940518
194,"Asheville, NC Metro Area-Bus",2017,11700,765.8099325000001,1.124794833560402
195,"Asheville, NC Metro Area-Bus",2018,11700,777.7308044,1.1163016996027177
196,"Athens-Clarke County, GA Metro Area-Bus",2009,12020,1545.221836,8.232266006406759
197,"Athens-Clarke County, GA Metro Area-Bus",2010,12020,1440.3339449999999,7.378588295541836
198,"Athens-Clarke County, GA Metro Area-Bus",2011,12020,1585.545884,6.156586722280153
199,"Athens-Clarke County, GA Metro Area-Bus",2012,12020,1586.326269,6.088531707807985
200,"Athens-Clarke County, GA Metro Area-Bus",2013,12020,1578.669653,5.99898893444925
201,"Athens-Clarke County, GA Metro Area-Bus",2014,12020,1586.733481,6.8727458685471285
202,"Athens-Clarke County, GA Metro Area-Bus",2015,12020,1564.206046,7.031402760940128
203,"Athens-Clarke County, GA Metro Area-Bus",2016,12020,1593.409565,6.965224680570021
204,"Athens-Clarke County, GA Metro Area-Bus",2017,12020,1600.87376,7.337426980706715
205,"Athens-Clarke County, GA Metro Area-Bus",2018,12020,1614.0052050000002,7.1135262626519715
206,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2002,12060,2156.917657,9.331592069333967
207,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2003,12060,2156.852509,9.20081433715554
208,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2004,12060,2156.9496670000003,9.100882335951228
209,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2005,12060,2156.925345,9.627308903854729
210,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2006,12060,2156.637702,10.037528180501843
211,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2007,12060,2157.6446579999997,9.13837734226649
212,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2008,12060,2155.867449,9.042337450608366
213,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2009,12060,2158.496169,9.353625042679564
214,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2010,12060,2165.4524890000002,9.210572767928278
215,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2011,12060,2152.3068,9.114504312644701
216,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2012,12060,2184.807618,9.240280806375706
217,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2013,12060,2220.72618,9.254316468022509
218,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2014,12060,2262.2804690000003,9.453698559595225
219,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2015,12060,2308.003491,9.86058136702339
220,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2016,12060,2333.733898,9.787504168357446
221,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2017,12060,2370.6683190000003,9.672831900276046
222,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2018,12060,2413.9019940000003,9.771838289918545
223,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2002,12060,2156.917657,9.331592069333967
224,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2003,12060,2156.852509,9.20081433715554
225,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Rail",2004,12060,2156.9496670000003,9.100882335951228
