5 digit NTD ID,4 digit NTD ID,Agency,Active,Reporter Type,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15,FEB15,MAR15,APR15,MAY15,JUN15,JUL15,AUG15,SEP15,OCT15,NOV15,DEC15,JAN16,FEB16,MAR16,APR16,MAY16,JUN16,JUL16,AUG16,SEP16,OCT16,NOV16,DEC16,JAN17,FEB17,MAR17,APR17,MAY17,JUN17,JUL17,AUG17,SEP17,OCT17,NOV17,DEC17,JAN18,FEB18,MAR18,APR18,MAY18,JUN18,JUL18,AUG18,SEP18,OCT18,NOV18,DEC18,JAN19,FEB19,MAR19
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",DR,PT,574,574,574,574,574,574,574,237,574,574,574,574,434,434,434,434,434,434,434,434,434,434,434,434,379,379,379,379,379,379,379,379,379,379,379,379,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,355,355,355,355,355,355,355,355,355,355,355,355,347,347,347,347,347,347,347,347,347,347,347,347,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,313,313,313,313,313,313,313,313,313,313,313,313,323,323,323,323,323,323,323,323,323,323,323,323,327,327,327,327,327,327,327,327,327,327,327,327,321,321,321,321,321,321,321,321,321,321,321,321,174,174,174,174,174,174,174,174,174,174,174,174,320,320,320,320,320,320,320,320,320,320,320,320,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,52,52,52,52,52,52,52,52,52,52,52,52,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
00001,0001,King County Department of Transportation,Active,Full Reporter,14,"Seattle, WA",FB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",LR,DO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",MB,DO,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,931,"1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,185","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,176","1,156","1,156","1,156","1,156","1,156","1,156","1,156","1,156","1,156","1,156","1,156","1,156",943,943,943,943,943,943,943,943,943,943,943,943,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,932,874,874,874,874,874,874,874,874,874,874,874,874,951,951,951,951,951,951,951,951,951,951,951,951,919,919,919,919,919,919,919,919,919,919,919,919,871,871,871,871,871,871,871,871,871,871,871,871,949,949,949,949,949,949,949,949,949,949,949,949,949,949,965,965,965,965,962,962,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986,986
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,35,35,35,35,35,35,35,35,35,35,35,35,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,30,30,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,26,26,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",SR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",TB,DO,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,167,167,167,167,167,167,167,167,167,167,167,167,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,161,161,161,161,161,161,161,161,161,161,161,161,141,141,141,141,141,141,141,141,141,141,141,141,129,129,129,129,129,129,129,129,129,129,129,129,116,116,116,116,116,116,116,116,116,116,116,116,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,131,131,131,131,131,131,131,131,131,131,131,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,138,138,138,138,138,138,138,138,138,138,138,138,138,138,139,139,139,139,139,139,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",VP,DO,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,894,894,894,894,894,894,894,894,894,894,894,894,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,"1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,273","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,152","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,137","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,010","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,154","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,291","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,342","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,390","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,469","1,573","1,574","1,578","1,583","1,585","1,592","1,594","1,608","1,617","1,614","1,610","1,603","1,608","1,601","1,588","1,597","1,592","1,594","1,587","1,591","1,598","1,596","1,595","1,590","1,597","1,607","1,612"
00002,0002,Spokane Transit Authority,Active,Full Reporter,96,"Spokane, WA",DR,DO,68,68,68,68,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,62,62,62,62,62,62,62,62,62,62,62,62,68,68,68,68,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,57,59,55,52,50,47,50,53,51,56,51,57,54,54,54,52,50,51,44,49,50,52,51,57,54,52,52,53,49,45,44,50,50,51,50,50,53,55,51,52,51,48,46,50,51,50,48,50,49,48,45,50,46,44,46,49,49,50,52,51,53,49,49,50,50,48,48,52,50,53,51,57,53,53,53,53,55,52,52,54,51,52,52,52,50,51
