5 digit NTD ID,4 digit NTD ID,Agency,Active,Reporter Type,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15,FEB15,MAR15,APR15,MAY15,JUN15,JUL15,AUG15,SEP15,OCT15,NOV15,DEC15,JAN16,FEB16,MAR16,APR16,MAY16,JUN16,JUL16,AUG16,SEP16,OCT16,NOV16,DEC16,JAN17,FEB17,MAR17,APR17,MAY17,JUN17,JUL17,AUG17,SEP17,OCT17,NOV17,DEC17,JAN18,FEB18,MAR18,APR18,MAY18,JUN18,JUL18,AUG18,SEP18,OCT18,NOV18,DEC18,JAN19,FEB19,MAR19
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",DR,PT,53306.00,46865.00,51889.00,52674.00,53306.00,49742.00,53306.00,53404.00,49643.00,54821.00,49742.00,51790.00,51364.00,47062.00,52493.00,53658.00,53165.00,50530.00,53514.00,50941.00,50769.00,56938.00,47364.00,49125.00,48745.00,50323.00,57630.00,55891.00,54843.00,55236.00,53797.00,53486.00,52580.00,54100.00,58362.00,59046.00,51615.00,50255.00,56549.00,54765.00,59086.00,57460.00,56200.00,60337.00,56338.00,57664.00,54156.00,53178.00,56606.00,53511.00,61715.00,57487.00,61659.00,61146.00,61289.00,66650.00,62538.00,63498.00,54288.00,51609.00,55872.00,55347.00,61704.00,61122.00,68144.00,60211.00,60455.00,63485.00,56934.00,65648.00,58835.00,58062.00,53460.00,52489.00,54387.00,56890.00,56928.00,53552.00,56613.00,53759.00,53372.00,60734.00,51103.00,52806.00,57327.00,51329.00,56054.00,55989.00,53961.00,54292.00,55822.00,54070.00,54253.00,58862.00,51857.00,53406.00,53244.00,51588.00,59582.00,57165.00,55568.00,56229.00,55573.00,56571.00,56146.00,60109.00,53763.00,56678.00,57160.00,53423.00,63088.00,59085.00,60029.00,58748.00,55267.00,59263.00,56176.00,58136.00,54797.00,51477.00,48226.00,55423.00,59004.00,56679.00,60058.00,55081.00,55301.00,57929.00,52211.00,59423.00,54061.00,50433.00,56988.00,53824.00,57595.00,59092.00,60331.00,54537.00,57129.00,56702.00,52585.00,59674.00,51597.00,48787.00,54968.00,48239.00,53539.00,55862.00,54441.00,51059.00,51930.00,50227.00,49570.00,55491.00,46780.00,47069.00,47240.00,45124.00,48437.00,47448.00,46404.00,46001.00,45441.00,44204.00,42708.00,46117.00,40603.00,41655.00,46433.00,48530.00,52171.00,50734.00,50344.00,49370.00,46754.00,51396.00,48381.00,50366.00,47391.00,44087.00,51710.00,47125.00,57092.00,53534.00,56493.00,53902.00,51477.00,55597.00,49982.00,56103.00,52436.00,49808.00,55857.00,50960.00,56802.00,56133.00,59074.00,55153.00,55939.00,58940.00,52153.00,60525.00,55122.00,52691.00,57013.00,39716.00,56740.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.00,1580.00,1639.00,1674.00,1600.00,1584.00,1774.00,1720.00,1832.00,1920.00,1703.00,1603.00,1529.00,1408.00,1629.00,1704.00,1664.00,1671.00,1519.00,1626.00,1575.00,1504.00,1535.00,1404.00,1424.00,1376.00,1403.00,1505.00,1699.00,1487.00,1474.00,1499.00,1437.00,2020.00,1708.00,1555.00,2029.00,2167.00,2193.00,2160.00,2288.00,1976.00,2032.00,1931.00,2184.00,2159.00,2122.00,1909.00,2205.00,1977.00,2034.00,2424.00,2471.00,2359.00,2589.00,2587.00,3065.00,3242.00,2795.00,2812.00,3282.00,3031.00,3282.00,3492.00,3512.00,3324.00,3591.00,3233.00,3573.00,4264.00,4322.00,4609.00,3961.00,3280.00,4006.00,3727.00,3745.00,3552.00,3584.00,3268.00,3145.00,3522.00,3575.00,4180.00,2845.00,2746.00,3258.00,3054.00,3464.00,3330.00,3219.00,3227.00,3138.00,3726.00,3718.00,3389.00,3374.00,3257.00,3737.00,3709.00,4285.00,3408.00,3403.00,3813.00,4231.00,5453.00,5076.00,4241.00,5568.00,3642.00,5778.00
00001,0001,King County Department of Transportation,Active,Full Reporter,14,"Seattle, WA",FB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.00,250.00,288.00,487.00,577.00,548.00,542.00,582.00,545.00,537.00,238.00,261.00,241.00,237.00,285.00,442.00,559.00,554.00,551.00,458.00,542.00,535.00,234.00,250.00,262.00,238.00,308.00,525.00,562.00,533.00,543.00,568.00,540.00,548.00,238.00,247.00,611.00,497.00,776.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",LR,DO,736.00,732.00,810.00,788.00,812.00,1079.00,1212.00,1212.00,1133.00,858.00,743.00,772.00,917.00,847.00,911.00,917.00,938.00,1282.00,1326.00,1323.00,1282.00,922.00,874.00,917.00,817.00,784.00,850.00,822.00,836.00,1152.00,1186.00,1189.00,1149.00,841.00,841.00,1216.00,817.00,760.00,851.00,817.00,841.00,1153.00,1183.00,1192.00,1150.00,841.00,497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,945.00,887.00,949.00,926.00,953.00,914.00,957.00,953.00,914.00,961.00,906.00,812.00,955.00,865.00,947.00,927.00,943.00,927.00,963.00,951.00,915.00,967.00,904.00,943.00,937.00,863.00,957.00,930.00,937.00,926.00,953.00,945.00,914.00,953.00,914.00,945.00,936.00,865.00,960.00,936.00,936.00,928.00,989.00,1017.00,968.00,1003.00,967.00,1004.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",MB,DO,216788.00,192360.00,213519.00,213860.00,217418.00,204263.00,215763.00,216836.00,203327.00,225522.00,208280.00,215487.00,222121.00,195947.00,217488.00,217785.00,217503.00,212087.00,220105.00,216402.00,213518.00,232869.00,211580.00,228023.00,225614.00,206981.00,234407.00,225711.00,220597.00,225711.00,225614.00,229390.00,220694.00,225614.00,220694.00,223133.00,176954.00,160357.00,185769.00,175356.00,176954.00,178767.00,173543.00,185769.00,174360.00,177950.00,174360.00,177950.00,207486.00,188040.00,215444.00,200984.00,211465.00,207636.00,204813.00,215444.00,200984.00,211465.00,203657.00,204813.00,221607.00,196455.00,222899.00,213223.00,221607.00,213223.00,218069.00,226437.00,204856.00,226437.00,213223.00,213240.00,225854.00,208813.00,222365.00,222198.00,222365.00,217334.00,225854.00,222365.00,217334.00,230719.00,208980.00,225854.00,221430.00,204189.00,224812.00,221091.00,216700.00,221091.00,224812.00,221430.00,216361.00,226161.00,211630.00,224812.00,215178.00,201132.00,225326.00,217261.00,215178.00,217261.00,219156.00,221348.00,213283.00,219156.00,213283.00,223540.00,216949.00,201028.00,225409.00,214880.00,216949.00,217282.00,214547.00,225409.00,213052.00,223746.00,217882.00,223746.00,220011.00,216544.00,230080.00,220598.00,230079.00,222935.00,225561.00,233372.00,213330.00,237146.00,221533.00,217491.00,228243.00,208718.00,225528.00,225459.00,230009.00,217202.00,226758.00,229322.00,216155.00,235642.00,217789.00,218465.00,226230.00,207638.00,226685.00,225938.00,224827.00,221961.00,227791.00,224187.00,221501.00,229078.00,208944.00,219444.00,221648.00,205540.00,227864.00,223129.00,220961.00,229695.00,233025.00,230219.00,227186.00,246940.00,231042.00,240806.00,235984.00,232722.00,251836.00,241777.00,245713.00,243618.00,237841.00,250713.00,241229.00,249080.00,240410.00,241616.00,243213.00,225572.00,256276.00,240796.00,251891.00,248500.00,245300.00,256486.00,241678.00,267258.00,252719.00,245232.00,255118.00,230591.00,259467.00,249562.00,258498.00,251879.00,255318.00,263503.00,244185.00,272361.00,256373.00,252317.00,273556.00,232870.00,272904.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5849.00,5375.00,5733.00,5817.00,5733.00,5612.00,5849.00,5733.00,5612.00,6054.00,5291.00,5849.00,5414.00,5054.00,5528.00,6128.00,5944.00,6224.00,6268.00,6151.00,6274.00,7050.00,5715.00,6196.00,5788.00,5608.00,6356.00,6817.00,6513.00,6817.00,6743.00,6861.00,6587.00,6743.00,6587.00,6979.00,6328.00,6015.00,6819.00,6825.00,6760.00,6711.00,6284.00,6857.00,6368.00,5925.00,5596.00,5714.00,4864.00,5449.00,6817.00,6800.00,7085.00,7166.00,7192.00,7715.00,6705.00,8501.00,7450.00,7233.00,6644.00,6081.00,6516.00,7025.00,7066.00,6664.00,7066.00,7188.00,6542.00,7740.00,6638.00,6792.00,7254.00,6640.00,7116.00,7645.00,7559.00,7380.00,7687.00,7559.00,7380.00,6380.00,5205.00,5746.00,5679.00,5508.00,6234.00,6577.00,6311.00,6995.00,7134.00,6961.00,6840.00,7134.00,6123.00,6670.00,6385.00,6544.00,7124.00,7091.00,7049.00,7272.00,6869.00,7573.00,7010.00,7131.00,6560.00,6658.00,5770.00,5486.00,6240.00,6034.00,6436.00,6397.00,6074.00,6658.00,6034.00,6213.00,5754.00,5617.00,6083.00,5557.00,6165.00,6249.00,6514.00,6331.00,6288.00,6739.00,5880.00,6739.00,5828.00,5688.00,6371.00,5317.00,6598.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",SR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.00,894.00,965.00,961.00,1008.00,989.00,995.00,975.00,962.00,1035.00,998.00,994.00,1031.00,941.00,981.00,1000.00,949.00,980.00,1031.00,1051.00,980.00,1039.00,926.00,996.00,1037.00,943.00,1033.00,1014.00,1037.00,998.00,1029.00,1037.00,998.00,1053.00,962.00,1014.00,1035.00,941.00,1031.00,1012.00,1019.00,1012.00,1031.00,1031.00,996.00,1051.00,961.00,1008.00,1108.00,2804.00,3439.00,3549.00,3533.00,3563.00,3575.00,3694.00,3486.00,3596.00,3463.00,3661.00,3493.00,3241.00,2242.00,3400.00,3549.00,3504.00,3453.00,3630.00,3404.00,3530.00,3401.00,3433.00,3418.00,3278.00,3736.00,3572.00,3716.00,3562.00,3541.00,3783.00,3449.00,3585.00,3380.00,3554.00,3262.00,2973.00,3318.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",TB,DO,43081.00,38434.00,42710.00,42398.00,43185.00,41244.00,43341.00,43668.00,40904.00,42962.00,40260.00,41467.00,42214.00,38268.00,42529.00,42193.00,42529.00,42191.00,44054.00,43553.00,41763.00,42270.00,37516.00,41163.00,38560.00,35366.00,39909.00,38448.00,37749.00,38448.00,38560.00,39099.00,37638.00,38560.00,37638.00,38018.00,30684.00,27807.00,32271.00,30426.00,30684.00,31047.00,30063.00,32271.00,30254.00,30856.00,30254.00,30856.00,36684.00,33259.00,38159.00,35558.00,37422.00,36771.00,36208.00,38159.00,35558.00,37422.00,36034.00,36208.00,35785.00,31921.00,36045.00,34497.00,35785.00,34497.00,35469.00,36361.00,33605.00,36361.00,34497.00,34893.00,36284.00,33665.00,35952.00,35569.00,35952.00,34974.00,36284.00,35952.00,34974.00,36878.00,34048.00,36284.00,35809.00,32840.00,36169.00,35461.00,35207.00,35461.00,36169.00,35809.00,34859.00,36411.00,34257.00,36169.00,34358.00,33539.00,38274.00,36695.00,34358.00,36695.00,35611.00,37020.00,35442.00,35611.00,35442.00,38429.00,35016.00,32651.00,37013.00,34280.00,35016.00,35529.00,33767.00,37013.00,34531.00,34766.00,34531.00,34766.00,33593.00,33444.00,34553.00,32660.00,34533.00,31769.00,32076.00,34536.00,30240.00,35663.00,32716.00,31294.00,35443.00,31639.00,34170.00,34866.00,36105.00,32580.00,36742.00,36485.00,33560.00,37535.00,33084.00,33909.00,36315.00,31977.00,33458.00,34525.00,36003.00,33785.00,37754.00,36277.00,35488.00,36354.00,29589.00,33137.00,34008.00,31507.00,34054.00,33904.00,31722.00,34121.00,35519.00,32792.00,35448.00,35637.00,34115.00,37229.00,35331.00,34375.00,39455.00,35545.00,36362.00,37389.00,37455.00,39215.00,38266.00,36565.00,38889.00,41520.00,38505.00,34617.00,41022.00,35367.00,40810.00,39698.00,36600.00,40275.00,37775.00,38944.00,38243.00,41588.00,39629.00,35143.00,38948.00,36921.00,41146.00,36913.00,37844.00,40641.00,35539.00,40961.00,38338.00,40155.00,40746.00,32664.00,34355.00
00001,0001,King County Department of Transportation - Metro Transit Division,Active,Full Reporter,14,"Seattle, WA",VP,DO,25344.00,21888.00,24192.00,25344.00,25344.00,23040.00,25344.00,25344.00,23040.00,26495.00,23040.00,24192.00,24345.00,19966.00,23760.00,23616.00,22185.00,23101.00,23478.00,21425.00,22769.00,24764.00,21448.00,23577.00,19593.00,17081.00,23965.00,20319.00,19393.00,18827.00,19539.00,20073.00,20405.00,20405.00,20405.00,20405.00,20868.00,19799.00,22275.00,22296.00,20917.00,22070.00,21720.00,22846.00,20551.00,23818.00,23351.00,20918.00,22980.00,21195.00,24824.00,20762.00,28077.00,25241.00,21858.00,30451.00,24155.00,28763.00,23521.00,20684.00,26155.00,24168.00,26711.00,25692.00,27247.00,26231.00,26594.00,29474.00,24833.00,29329.00,25820.00,23039.00,26844.00,25857.00,26493.00,27936.00,27026.00,28009.00,30118.00,28789.00,28149.00,30598.00,27185.00,25721.00,30585.00,28773.00,30860.00,30961.00,27961.00,29811.00,29725.00,28340.00,27836.00,29429.00,26461.00,26472.00,23869.00,23322.00,27166.00,25801.00,23638.00,25634.00,24417.00,25142.00,24757.00,24669.00,23034.00,23479.00,25487.00,24260.00,29068.00,27346.00,27850.00,28863.00,26825.00,31113.00,29032.00,28748.00,29153.00,27226.00,29007.00,31398.00,33416.00,32373.00,33808.00,32263.00,32224.00,35077.00,30107.00,34765.00,30756.00,26773.00,33422.00,30129.00,32027.00,33789.00,34066.00,30663.00,33142.00,33347.00,31204.00,35587.00,30843.00,29951.00,43206.00,39509.00,42107.00,44147.00,42006.00,41633.00,43189.00,40974.00,41034.00,44527.00,37205.00,40418.00,41935.00,40538.00,45219.00,44950.00,41021.00,44352.00,44074.00,42458.00,42894.00,44945.00,40550.00,39745.00,41619.00,44343.00,49387.00,45554.00,45853.00,46349.00,42970.00,48377.00,46065.00,46224.00,45440.00,40388.00,46839.00,43074.00,51249.00,45551.00,49246.00,49005.00,44689.00,50984.00,45873.00,50012.00,46258.00,40483.00,51071.00,46347.00,51340.00,49162.00,51697.00,48977.00,48421.00,51774.00,45135.00,53253.00,46976.00,40224.00,46905.00,36427.00,46577.00
00002,0002,Spokane Transit Authority,Active,Full Reporter,96,"Spokane, WA",DR,DO,8155.00,7063.00,7748.00,7632.00,8288.00,7133.00,7510.00,7512.00,6977.00,8512.00,7447.00,7168.00,8167.00,7728.00,8026.00,8244.00,7902.00,7288.00,7820.00,7438.00,7622.00,8712.00,6939.00,7490.00,7837.00,7429.00,8559.00,8167.00,7286.00,7692.00,7377.00,7318.00,7455.00,7582.00,7907.00,8147.00,7642.00,7423.00,8529.00,7480.00,7794.00,7540.00,6255.00,7216.00,6760.00,6802.00,6931.00,7252.00,7173.00,8342.00,7082.00,7441.00,8369.00,7531.00,6510.00,7559.00,6840.00,8109.00,7578.00,6989.00,8067.00,7292.00,8006.00,7097.00,7808.00,7319.00,6908.00,7367.00,6312.00,8172.00,7667.00,6879.00,7663.00,7798.00,7792.00,8424.00,8251.00,7404.00,7577.00,7296.00,7667.00,8639.00,6746.00,5873.00,7481.00,7528.00,8154.00,8153.00,7503.00,7750.00,7612.00,6981.00,7169.00,7681.00,7028.00,7725.00,7711.00,7248.00,8002.00,7673.00,7007.00,6921.00,6583.00,6504.00,6915.00,7163.00,6754.00,6289.00,6406.00,6145.00,8019.00,7257.00,7623.00,7140.00,6317.00,7017.00,7089.00,7372.00,7376.00,6696.00,7153.00,7282.00,8111.00,7430.00,7479.00,6429.00,6393.00,7252.00,6234.00,7733.00,7396.00,6354.00,8117.00,7044.00,7257.00,7509.00,7497.00,6349.00,6332.00,6088.00,6112.00,7350.00,6368.00,6606.00,7844.00,6848.00,7255.00,7329.00,7026.00,6435.00,6482.00,5810.00,6439.00,7268.00,5825.00,6577.00,6865.00,6498.00,7516.00,7247.00,6614.00,6874.00,6555.00,5793.00,6617.00,7159.00,5994.00,6390.00,6288.00,6248.00,7065.00,6088.00,6465.00,6285.00,5470.00,6634.00,6454.00,6550.00,6653.00,6607.00,7056.00,6444.00,7537.00,6455.00,7047.00,6871.00,6194.00,7043.00,6622.00,7250.00,7002.00,6545.00,7806.00,6554.00,7498.00,7243.00,7799.00,7070.00,7392.00,8017.00,6906.00,8267.00,7298.00,6536.00,7452.00,6225.00,6937.00
