,CBSA_ID,cbsa_name,year,month,popestimate,pop_interpolated,unemployment,employment,labor_force,unemployment_rate,employment_rate,gasPrice
930,12020,"Athens-Clarke County, GA",2018,6.0,211306.0,211117.94445828145,3707.0,100383.09090909091,104090.09090909091,3.5626600909090915,96.43734045454543,2.7115454545454547
949,12060,"Atlanta-Sandy Springs-Marietta, GA",2018,6.0,5931098.0,5924970.92403487,113796.18181818182,2970739.1818181816,3084535.3636363638,3.6887213909090906,96.31127863636364,2.7115454545454547
968,12100,"Atlantic City-Hammonton, NJ",2018,6.0,265429.0,265502.21867995017,7211.545454545455,114628.27272727274,121839.81818181818,5.928278527272727,94.071722,2.9223636363636363
987,12140,"Auburn, IN",2018,6.0,43226.0,43193.09638854297,641.0,21925.90909090909,22566.90909090909,2.8384489090909093,97.16155027272728,2.7163636363636368
1006,12180,"Auburn, NY",2018,6.0,77145.0,77170.899377335,1700.4545454545455,34126.72727272727,35827.181818181816,4.753822254545455,95.24617827272726,2.9223636363636363
1025,12220,"Auburn-Opelika, AL",2018,6.0,163941.0,163753.67745952678,2732.181818181818,71657.09090909091,74389.27272727272,3.676376863636364,96.32362372727276,2.577
1044,12260,"Augusta-Richmond County, GA-SC",2018,6.0,596252.0,595917.5070983812,11035.909090909092,257142.45454545453,268178.36363636365,4.112433609090909,95.8875661818182,2.7115454545454547
1063,12300,"Augusta-Waterville, ME",2018,6.0,122083.0,122070.4575342466,1903.8181818181815,60940.545454545456,62844.36363636363,3.029295063636363,96.97070509090908,2.852636363636364
1082,12380,"Austin, MN",2018,6.0,40011.0,39985.589290161886,551.2727272727273,20098.81818181818,20650.090909090908,2.667453654545455,97.33254727272728,2.7163636363636368
1101,12420,"Austin-Round Rock-San Marcos, TX",2018,6.0,2168316.0,2163992.4328767117,34867.181818181816,1154420.0,1189287.181818182,2.9323751272727274,97.06762554545456,2.577
1120,12460,"Bainbridge, GA",2018,6.0,26575.0,26583.063013698633,543.4545454545455,11235.818181818182,11779.272727272728,4.612572527272726,95.3874268181818,2.7115454545454547
1139,12540,"Bakersfield-Delano, CA",2018,6.0,896764.0,896130.6869240347,30871.818181818184,353553.45454545453,384425.2727272727,8.039430136363636,91.96057054545454,3.3958181818181816
1158,12580,"Baltimore-Towson, MD",2018,6.0,2802789.0,2802446.769863014,63724.63636363637,1444670.0909090908,1508394.7272727273,4.223786563636364,95.77621472727272,2.9223636363636363
1177,12620,"Bangor, ME",2018,6.0,151096.0,151103.65579078454,2749.181818181818,74026.72727272728,76775.90909090909,3.5799093363636363,96.42009118181818,2.852636363636364
1196,12660,"Baraboo, WI",2018,6.0,64249.0,64222.04184308843,902.0909090909092,35148.818181818184,36050.90909090909,2.5036153090909092,97.49638445454544,2.7163636363636368
1215,12700,"Barnstable Town, MA",2018,6.0,213413.0,213418.61967621415,5092.636363636364,111656.45454545453,116749.09090909091,4.439598390909091,95.56040263636363,2.852636363636364
1234,12740,"Barre, VT",2018,6.0,58140.0,58151.64657534246,941.0,33778.09090909091,34719.09090909091,2.707000354545454,97.29299927272729,2.852636363636364
1253,12780,"Bartlesville, OK",2018,6.0,51843.0,51857.089912826894,973.5454545454544,22163.727272727272,23137.272727272728,4.210668854545454,95.78933072727273,2.7163636363636368
1272,12820,"Bastrop, LA",2018,6.0,25398.0,25421.537484433386,830.6363636363636,9517.09090909091,10347.727272727272,8.02530510909091,91.9746940909091,2.577
1291,12860,"Batavia, NY",2018,6.0,57511.0,57535.84059775841,1313.7272727272727,28482.545454545456,29796.272727272728,4.426390572727271,95.57360972727272,2.9223636363636363
1310,12900,"Batesville, AR",2018,6.0,37678.0,37656.09140722291,658.0909090909091,15480.272727272728,16138.363636363636,4.077290881818182,95.92271018181818,2.577
1329,12940,"Baton Rouge, LA",2018,6.0,831310.0,831299.5750933998,18429.454545454544,405704.1818181818,424133.6363636364,4.342325172727272,95.65767472727272,2.577
1348,12980,"Battle Creek, MI",2018,6.0,134487.0,134476.49364881695,2781.6363636363635,60609.90909090909,63391.545454545456,4.386371909090909,95.61362827272728,2.7163636363636368
1367,13020,"Bay City, MI",2018,6.0,103923.0,103944.66425902864,2553.3636363636365,48252.0,50805.36363636363,5.01903369090909,94.98096600000001,2.7163636363636368
1386,13060,"Bay City, TX",2018,6.0,36552.0,36573.09414694895,1054.3636363636363,16040.545454545454,17094.909090909092,6.167704190909091,93.83229618181818,2.577
1405,13100,"Beatrice, NE",2018,6.0,21493.0,21502.93623910337,351.1818181818182,10520.545454545454,10871.727272727272,3.228840581818181,96.77115981818184,2.7163636363636368
1424,13140,"Beaumont-Port Arthur, TX",2018,6.0,395780.0,396016.67795765866,10413.09090909091,157725.36363636365,168138.45454545456,6.188819627272728,93.81118072727271,2.577
1443,13180,"Beaver Dam, WI",2018,6.0,87847.0,87839.099875467,1260.6363636363635,47612.545454545456,48873.181818181816,2.576706309090909,97.42329481818184,2.7163636363636368
1462,13220,"Beckley, WV",2018,6.0,74254.0,74319.80722291407,1579.7272727272727,27910.090909090908,29489.818181818184,5.35728670909091,94.64271318181817,2.7115454545454547
1481,13260,"Bedford, IN",2018,6.0,45668.0,45664.49788293899,817.0909090909091,19903.727272727272,20720.81818181818,3.945705063636363,96.05429418181816,2.7163636363636368
1500,13300,"Beeville, TX",2018,6.0,32587.0,32587.977334993768,515.0,9226.727272727272,9741.727272727272,5.287249090909091,94.71275190909093,2.577
1519,13340,"Bellefontaine, OH",2018,6.0,45358.0,45351.810211706106,843.0909090909091,22461.818181818184,23304.90909090909,3.616805354545455,96.38319536363636,2.7163636363636368
1538,13380,"Bellingham, WA",2018,6.0,225685.0,225356.3711083437,5227.818181818182,105978.27272727274,111206.09090909091,4.702954345454545,95.29704554545457,3.3958181818181816
1557,13420,"Bemidji, MN",2018,6.0,46847.0,46817.43561643836,1007.0,23005.090909090908,24012.090909090908,4.186123863636364,95.81387609090908,2.7163636363636368
1576,13460,"Bend, OR",2018,6.0,191996.0,191573.38405977585,3823.818181818182,91845.0,95668.81818181818,3.999707727272727,96.00029281818182,3.3958181818181816
1595,13500,"Bennettsville, SC",2018,6.0,26398.0,26422.7591531756,499.6363636363636,8767.90909090909,9267.545454545454,5.384059554545455,94.6159410909091,2.7115454545454547
1614,13540,"Bennington, VT",2018,6.0,35631.0,35637.67845579079,603.3636363636364,17871.272727272728,18474.636363636364,3.263543072727273,96.73645636363636,2.852636363636364
1633,13620,"Berlin, NH-VT",2018,6.0,37839.0,37835.5793275218,585.0909090909091,16503.18181818182,17088.272727272728,3.428932409090909,96.57106645454546,2.852636363636364
1652,13660,"Big Rapids, MI",2018,6.0,43545.0,43529.76986301371,968.0,17835.454545454544,18803.454545454544,5.1505511272727285,94.84944981818184,2.7163636363636368
1671,13700,"Big Spring, TX",2018,6.0,36459.0,36437.74296388544,461.9090909090909,12914.0,13375.909090909092,3.4522918909090903,96.54770790909092,2.577
1690,13740,"Billings, MT",2018,6.0,170851.0,170775.17509339974,2927.5454545454545,83510.18181818182,86437.72727272728,3.3880976545454544,96.61190236363636,2.8897272727272725
1709,13780,"Binghamton, NY",2018,6.0,240219.0,240332.20797011198,5413.636363636364,102371.0,107784.63636363637,5.025503536363637,94.97449636363636,2.9223636363636363
1728,13820,"Birmingham-Hoover, AL",2018,6.0,1151801.0,1151628.663262765,19546.454545454544,523102.6363636364,542649.0909090909,3.6013488000000007,96.39865172727272,2.577
1747,13860,"Bishop, CA",2018,6.0,17987.0,17983.82366127024,335.90909090909093,8453.636363636364,8789.545454545454,3.823676863636364,96.176323,3.3958181818181816
1766,13900,"Bismarck, ND",2018,6.0,126368.0,126343.2408468244,1864.2727272727273,64814.454545454544,66678.72727272728,2.7907022090909095,97.2092978181818,2.7163636363636368
1785,13940,"Blackfoot, ID",2018,6.0,46236.0,46208.960398505595,615.8181818181819,22632.90909090909,23248.727272727272,2.6608306636363634,97.33916954545454,2.8897272727272725
1804,13980,"Blacksburg-Christiansburg-Radford, VA",2018,6.0,168234.0,168125.92303860525,2676.818181818182,79550.54545454546,82227.36363636362,3.261055772727273,96.73894427272728,2.7115454545454547
1823,14020,"Bloomington, IN",2018,6.0,199768.0,199761.8916562889,3541.4545454545455,85399.72727272728,88941.18181818182,3.9873567636363623,96.0126431818182,2.7163636363636368
1842,14060,"Bloomington-Normal, IL",2018,6.0,172828.0,172829.38455790782,3378.5454545454545,86036.09090909091,89414.63636363637,3.78109829090909,96.21889990909092,2.7163636363636368
1861,14100,"Bloomsburg-Berwick, PA",2018,6.0,83696.0,83714.56936488168,1932.2727272727273,40455.72727272727,42388.0,4.557160736363637,95.44283845454544,2.9223636363636363
1880,14140,"Bluefield, WV-VA",2018,6.0,99986.0,100064.26824408467,2065.7272727272725,34866.36363636364,36932.09090909091,5.5927038636363635,94.407296,2.7115454545454547
1899,14180,"Blytheville, AR",2018,6.0,41239.0,41306.924782067246,1004.1818181818179,16571.090909090908,17575.272727272728,5.708984809090907,94.291015,2.577
1918,14220,"Bogalusa, LA",2018,6.0,46582.0,46584.199003735994,968.1818181818179,15954.272727272728,16922.454545454544,5.723280445454546,94.27672154545454,2.577
1937,14260,"Boise City-Nampa, ID",2018,6.0,730426.0,728768.9285180573,9402.636363636364,346493.4545454545,355896.09090909094,2.6421447272727274,97.35785545454546,2.8897272727272725
1956,14300,"Bonham, TX",2018,6.0,35286.0,35227.84856787049,509.3636363636364,15769.272727272728,16278.636363636364,3.1293767636363636,96.87062127272726,2.577
1975,14340,"Boone, IA",2018,6.0,26346.0,26356.58779576587,321.45454545454544,14438.545454545454,14760.0,2.1795098818181824,97.82049072727274,2.7163636363636368
1994,14380,"Boone, NC",2018,6.0,55945.0,55875.201992528026,1007.1818181818179,27858.363636363636,28865.545454545456,3.4933690727272717,96.50663136363636,2.7115454545454547
2013,14420,"Borger, TX",2018,6.0,21198.0,21211.356911581566,461.45454545454544,8398.272727272728,8859.727272727272,5.202846390909091,94.79715309090908,2.577
2032,14460,"Boston-Cambridge-Quincy, MA-NH",2018,6.0,4875390.0,4872882.076961395,85380.09090909091,2648725.090909091,2734105.1818181816,3.1239205818181817,96.87608054545456,2.852636363636364
2051,14500,"Boulder, CO",2018,6.0,326078.0,325914.70361145696,5172.181818181818,187106.27272727274,192278.45454545453,2.6903279909090907,97.30967227272728,2.8897272727272725
2070,14540,"Bowling Green, KY",2018,6.0,143538.0,143351.08468244082,2611.090909090909,66981.27272727272,69592.36363636362,3.7521891363636364,96.247811,2.7163636363636368
2089,14580,"Bozeman, MT",2018,6.0,111876.0,111613.74844333748,1653.7272727272727,64121.36363636363,65775.09090909091,2.523228681818181,97.4767719090909,2.8897272727272725
2108,14620,"Bradford, PA",2018,6.0,40968.0,40997.401494396014,870.5454545454545,17049.272727272728,17919.81818181818,4.8588071818181815,95.14119290909092,2.9223636363636363
2127,14660,"Brainerd, MN",2018,6.0,94408.0,94346.34645080943,1987.3636363636365,47702.0,49689.36363636363,4.023751045454545,95.97624845454548,2.7163636363636368
2146,14700,"Branson, MO",2018,6.0,87601.0,87534.37833125779,2137.181818181818,38118.72727272727,40255.90909090909,5.390742236363637,94.60925709090908,2.7163636363636368
2165,14740,"Bremerton-Silverdale, WA",2018,6.0,269805.0,269539.89788293897,5702.0,115824.90909090909,121526.90909090909,4.691415918181818,95.308584,3.3958181818181816
2184,14780,"Brenham, TX",2018,6.0,35108.0,35090.81519302615,560.0,14237.363636363636,14797.363636363636,3.783520354545455,96.2164799090909,2.577
2203,14820,"Brevard, NC",2018,6.0,34215.0,34183.23661270236,540.8181818181819,13756.727272727272,14297.545454545454,3.7840047363636367,96.21599563636364,2.7115454545454547
2222,14860,"Bridgeport-Stamford-Norwalk, CT",2018,6.0,943823.0,943793.19128269,19857.0,461801.54545454547,481658.54545454547,4.125372063636363,95.87462754545454,2.852636363636364
2241,14940,"Brigham City, UT",2018,6.0,54950.0,54869.939975093395,784.2727272727273,24823.090909090908,25607.363636363636,3.0607475363636367,96.93925190909091,2.8897272727272725
2260,15020,"Brookhaven, MS",2018,6.0,34205.0,34214.366127023655,677.6363636363636,14011.0,14688.636363636364,4.606304081818182,95.39369472727272,2.577
2279,15060,"Brookings, OR",2018,6.0,22813.0,22801.842092154413,529.9090909090909,8490.272727272728,9020.181818181818,5.8869796999999995,94.1130197272727,3.3958181818181816
2298,15100,"Brookings, SD",2018,6.0,35232.0,35186.065255292655,547.0909090909091,18296.81818181818,18843.90909090909,2.9055844181818182,97.09441509090908,2.7163636363636368
2317,15140,"Brownsville, TN",2018,6.0,17335.0,17356.257036114566,423.3636363636364,7524.545454545455,7947.909090909091,5.325875145454545,94.674125,2.7163636363636368
2336,15180,"Brownsville-Harlingen, TX",2018,6.0,423908.0,423848.7897882938,10320.09090909091,156536.18181818182,166856.27272727276,6.182939054545455,93.81706090909091,2.577
2355,15220,"Brownwood, TX",2018,6.0,37924.0,37919.60199252802,614.0,15633.727272727272,16247.727272727272,3.777853663636364,96.22214572727276,2.577
2374,15260,"Brunswick, GA",2018,6.0,118456.0,118396.70834371107,2023.8181818181815,51641.81818181818,53665.63636363637,3.771253054545455,96.22874663636364,2.7115454545454547
2393,15340,"Bucyrus, OH",2018,6.0,41550.0,41565.555915317556,945.1818181818179,17527.272727272728,18472.454545454544,5.113882963636363,94.88611672727274,2.7163636363636368
2412,15380,"Buffalo-Niagara Falls, NY",2018,6.0,1130152.0,1130111.929265255,26031.545454545456,524795.0,550826.5454545454,4.733674963636363,95.26632554545454,2.9223636363636363
2431,15420,"Burley, ID",2018,6.0,44689.0,44673.036861768356,524.0,22384.727272727272,22908.727272727272,2.2944639727272724,97.7055350909091,2.8897272727272725
2450,15460,"Burlington, IA-IL",2018,6.0,45847.0,45870.78181818184,810.3636363636364,22159.272727272728,22969.636363636364,3.5301157909090906,96.46988545454543,2.7163636363636368
2469,15500,"Burlington, NC",2018,6.0,166436.0,166199.24059775838,2976.0,77125.27272727272,80101.27272727272,3.715636409090908,96.28436272727272,2.7115454545454547
2488,15540,"Burlington-South Burlington, VT",2018,6.0,221083.0,220903.6590286426,2943.2727272727275,124735.90909090909,127679.18181818182,2.3043029636363643,97.69569681818184,2.852636363636364
2507,15580,"Butte-Silver Bow, MT",2018,6.0,34993.0,34986.64732254047,696.3636363636364,16386.18181818182,17082.545454545456,4.077617827272727,95.92238109090908,2.8897272727272725
2526,15620,"Cadillac, MI",2018,6.0,48579.0,48555.218181818185,1094.6363636363637,20758.090909090908,21852.727272727272,4.999830045454545,95.00017063636363,2.7163636363636368
2545,15660,"Calhoun, GA",2018,6.0,57685.0,57644.440597758396,1034.0,26423.636363636364,27457.636363636364,3.771688827272728,96.228311,2.7115454545454547
2564,15700,"Cambridge, MD",2018,6.0,31998.0,32009.972353673726,852.8181818181819,14496.636363636364,15349.454545454546,5.549197109090909,94.4508041818182,2.9223636363636363
2583,15740,"Cambridge, OH",2018,6.0,39022.0,39025.99078455792,1013.2727272727273,17793.727272727272,18807.0,5.3917150909090905,94.608284,2.7163636363636368
2602,15780,"Camden, AR",2018,6.0,28883.0,28896.438356164388,547.6363636363636,11587.090909090908,12134.727272727272,4.513723536363637,95.48627536363638,2.577
2621,15820,"Campbellsville, KY",2018,6.0,25549.0,25550.058779576597,537.2727272727273,11924.0,12461.272727272728,4.31072739090909,95.68927345454544,2.7163636363636368
2640,15860,"Cañon City, CO",2018,6.0,48021.0,47987.28194271481,743.9090909090909,14673.272727272728,15417.181818181818,4.8279435363636365,95.1720559090909,2.8897272727272725
2659,15900,"Canton, IL",2018,6.0,34844.0,34864.44259028643,869.4545454545455,14586.818181818182,15456.272727272728,5.629588990909091,94.37041127272728,2.7163636363636368
2678,15940,"Canton-Massillon, OH",2018,6.0,398655.0,398717.1422166873,9696.545454545454,190656.36363636365,200352.9090909091,4.8389201090909095,95.1610800909091,2.7163636363636368
2697,15980,"Cape Coral-Fort Myers, FL",2018,6.0,754610.0,753379.8610211706,11445.454545454546,327817.4545454545,339262.9090909091,3.3745475090909087,96.62545218181818,2.7115454545454547
2716,16020,"Cape Girardeau-Jackson, MO-IL",2018,6.0,96982.0,96973.12254047321,1519.2727272727273,46720.454545454544,48239.727272727265,3.152121627272727,96.84787890909092,2.7163636363636368
2735,16060,"Carbondale, IL",2018,6.0,57419.0,57462.898630137,1193.090909090909,26763.272727272728,27956.363636363636,4.269098336363637,95.73090145454547,2.7163636363636368
2754,16100,"Carlsbad-Artesia, NM",2018,6.0,57900.0,57843.396014943966,1041.5454545454545,29484.727272727272,30526.272727272728,3.413291836363636,96.58670672727273,2.577
2773,16180,"Carson City, NV",2018,6.0,55414.0,55348.35566625156,1246.090909090909,25077.727272727272,26323.818181818184,4.736722518181818,95.26327645454543,3.3958181818181816
2792,16220,"Casper, WY",2018,6.0,79115.0,79150.91706102119,1756.8181818181818,36927.0,38683.81818181818,4.539206045454545,95.4607938181818,2.8897272727272725
2811,16260,"Cedar City, UT",2018,6.0,52775.0,52615.938729763366,821.5454545454545,22055.545454545456,22877.090909090908,3.5963233272727275,96.40367627272728,2.8897272727272725
2830,16300,"Cedar Rapids, IA",2018,6.0,272295.0,272156.46276463266,4027.0,139074.18181818182,143101.18181818182,2.8152157000000004,97.18478454545456,2.7163636363636368
2849,16340,"Cedartown, GA",2018,6.0,42470.0,42424.39103362391,767.1818181818181,17967.81818181818,18735.0,4.0932372363636365,95.9067619090909,2.7115454545454547
2868,16380,"Celina, OH",2018,6.0,40959.0,40955.00921544209,642.6363636363636,23004.181818181816,23646.818181818184,2.7181722727272732,97.28182772727273,2.7163636363636368
2887,16420,"Central City, KY",2018,6.0,30774.0,30786.135242839355,723.1818181818181,10657.545454545454,11380.727272727272,6.3383534090909075,93.66164599999999,2.7163636363636368
2906,16460,"Centralia, IL",2018,6.0,37620.0,37636.370361145695,811.0909090909091,17043.18181818182,17854.272727272728,4.543829672727274,95.45616972727272,2.7163636363636368
2925,16500,"Centralia, WA",2018,6.0,79604.0,79492.09514321295,2100.6363636363635,31408.272727272728,33508.90909090909,6.27254250909091,93.72745654545452,3.3958181818181816
2944,16540,"Chambersburg, PA",2018,6.0,154835.0,154806.65728518055,2868.6363636363635,73892.18181818182,76760.81818181818,3.7359647090909087,96.26403536363637,2.9223636363636363
2963,16580,"Champaign-Urbana, IL",2018,6.0,239643.0,239662.05803237855,4899.454545454545,116933.09090909091,121832.54545454546,4.0267299727272725,95.9732700909091,2.7163636363636368
2982,16620,"Charleston, WV",2018,6.0,288318.0,288613.07372353674,6825.727272727273,121450.18181818182,128275.90909090909,5.318916054545455,94.68108445454546,2.7115454545454547
3001,16660,"Charleston-Mattoon, IL",2018,6.0,61693.0,61735.26973848068,1307.7272727272727,29753.181818181816,31060.90909090909,4.217021145454545,95.7829789090909,2.7163636363636368
3020,16700,"Charleston-North Charleston-Summerville, SC",2018,6.0,787643.0,786620.5447073473,11591.636363636364,366258.90909090906,377850.54545454547,3.0680078363636367,96.93199154545457,2.7115454545454547
3039,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",2018,6.0,2062992.0,2060003.7982565372,39977.90909090909,1057935.5454545454,1097913.4545454546,3.642220909090909,96.35777918181816,2.7115454545454547
3058,16820,"Charlottesville, VA",2018,6.0,218233.0,218096.66176836862,3060.0,112727.18181818182,115787.18181818182,2.6455906636363644,97.354409,2.7115454545454547
3077,16860,"Chattanooga, TN-GA",2018,6.0,560793.0,560409.2331257784,9751.545454545454,264131.0,273882.5454545455,3.559170272727273,96.44082854545456,2.7115454545454547
3096,16900,"Chester, SC",2018,6.0,32251.0,32253.76911581569,677.9090909090909,12973.090909090908,13651.0,4.963640936363637,95.03636027272728,2.7115454545454547
3115,16940,"Cheyenne, WY",2018,6.0,98976.0,98933.97459526775,1761.4545454545455,45402.272727272735,47163.727272727265,3.7344135272727272,96.26558618181816,2.8897272727272725
